Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PVU_M_R,Shrubland,3,3,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Grassland,0,43,35,6,1,29,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Cropland,87,0,39,43,22,40,10,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Wetland,95,99,0,23,7,100,21,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Bareland,48,39,20,0,11,6,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Built-up,14,10,1,12,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Forest,62,54,42,9,4,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PVU_M_R,Water,78,81,65,48,4,80,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Grassland,0,0,7,0,0,0,0,103,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Cropland,0,0,17,0,0,0,0,116,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Bareland,0,0,4,0,0,0,0,34,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Forest,0,0,23,0,0,0,4,114,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Wetland,0,0,0,0,0,0,11,319,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Built-up,0,0,0,0,0,0,0,9,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,Water,0,0,41,0,0,0,0,98,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Grassland,0,0,0,0,0,0,43,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Cropland,0,0,0,0,0,0,93,0,9,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Bareland,0,0,0,0,0,0,59,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Built-up,0,0,0,0,0,0,8,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Wetland,0,0,0,0,0,0,120,0,40,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Forest,0,0,0,0,0,0,36,0,9,0,0
AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,Water,0,0,0,0,0,0,0,0,97,0,0
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Water,76,64,41,46,13,45,0,0,0,78,0
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Cropland,70,0,17,26,31,28,0,0,0,78,3
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Wetland,62,65,0,18,10,50,11,0,0,75,0
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Bareland,50,34,4,0,26,4,0,0,0,26,1
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Built-up,13,13,0,2,0,4,0,0,0,10,0
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Forest,42,53,23,9,9,0,4,0,0,67,0
AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,Grassland,0,24,7,12,2,23,0,0,0,43,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Grassland,0,39,62,2,14,29,12,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Wetland,0,65,0,0,33,45,64,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Bareland,0,31,13,0,16,1,9,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Built-up,0,2,3,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Forest,0,31,60,0,23,0,23,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Cropland,0,0,46,8,32,24,18,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,Water,0,49,77,9,24,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Cropland,26,0,32,27,0,25,24,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Wetland,71,29,0,7,0,59,58,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Water,18,5,24,6,0,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Forest,21,14,17,0,0,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Grassland,0,11,9,11,0,8,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Bareland,0,6,1,0,0,0,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PVU_M_R,Built-up,0,9,5,12,0,1,2,0,0,0,0
