Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NEG_M_R,Shrubland,3,3,1,3,1,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Grassland,0,14,8,4,1,1,10,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Cropland,62,0,13,42,23,16,54,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Wetland,19,6,0,8,0,5,34,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Lichens_and_Mosses,1,1,0,0,0,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Bareland,52,29,0,0,13,9,20,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Built-up,17,7,1,11,0,0,9,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Water,84,68,3,65,1,0,69,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEG_M_R,Forest,55,42,14,32,21,2,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Forest,0,0,14,0,0,1,0,21,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Cropland,0,0,11,0,0,1,0,14,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Water,0,0,34,0,0,0,0,8,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Grassland,0,0,0,0,0,0,0,8,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Wetland,0,0,0,0,0,0,0,21,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,Bareland,0,0,7,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Grassland,0,0,0,0,0,10,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Cropland,0,0,0,0,0,51,0,0,13,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Wetland,0,0,0,0,0,14,0,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Bareland,0,0,0,0,0,43,0,0,17,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Built-up,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Forest,0,0,0,0,0,33,0,0,14,0,0
AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,Water,0,0,0,0,0,0,0,0,73,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Water,32,41,34,70,23,0,51,0,0,67,4
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Cropland,30,0,11,41,27,1,46,0,0,64,9
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Bareland,35,30,7,0,17,0,20,0,0,42,1
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Built-up,9,7,0,9,0,0,7,0,0,13,1
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Forest,22,33,14,34,23,1,0,0,0,58,8
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Grassland,0,9,0,5,1,0,13,0,0,17,0
AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,Wetland,1,2,0,4,1,0,4,0,0,4,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Grassland,0,20,0,2,7,10,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Bareland,0,21,0,0,35,41,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Forest,0,32,0,2,26,57,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Cropland,0,0,0,6,27,39,24,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Wetland,0,4,0,1,1,25,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,Water,0,37,0,5,3,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Cropland,16,0,1,13,0,15,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Wetland,3,12,0,3,0,8,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Forest,12,15,7,7,0,12,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Built-up,1,7,0,5,0,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Water,0,24,8,14,0,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Grassland,0,7,0,8,0,2,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEG_M_R,Bareland,0,10,1,0,0,6,4,0,0,0,0
