Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Shrubland,3,2,2,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Grassland,0,15,4,4,1,13,8,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Cropland,62,0,38,22,11,39,13,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Wetland,17,18,6,0,17,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Lichens_and_Mosses,1,1,1,1,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Bareland,66,48,0,15,34,28,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Built-up,12,12,10,0,1,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Water,88,63,58,1,0,45,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDQ_M_R,Forest,61,41,31,11,13,0,13,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Grassland,0,0,0,0,10,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Cropland,0,0,0,0,37,0,0,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Wetland,0,0,0,0,32,0,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Bareland,0,0,0,0,76,0,0,11,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Forest,0,0,0,0,58,0,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,Water,0,0,0,0,0,0,0,23,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Water,41,45,53,30,0,36,32,0,42,11,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Cropland,37,0,39,27,9,34,7,0,43,19,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Bareland,43,42,0,37,4,26,14,0,42,12,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Built-up,8,7,6,0,0,6,0,0,8,6,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Forest,32,27,35,21,10,0,11,0,46,16,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Grassland,0,10,9,4,2,13,1,0,13,2,0
AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,Wetland,4,4,11,2,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,Cropland,0,0,0,0,9,0,7,0,0,0,15
AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,Bareland,0,0,0,0,4,0,14,0,0,0,5
AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,Forest,0,0,0,0,10,0,11,0,0,0,15
AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,Grassland,0,0,0,0,2,0,1,0,0,0,9
AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,Water,0,0,0,0,0,0,32,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,23
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Grassland,0,23,5,6,3,21,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Bareland,0,38,0,24,44,10,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Built-up,0,3,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Water,0,31,37,0,0,36,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Forest,0,39,1,30,27,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Cropland,0,0,16,34,17,21,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,Wetland,0,1,2,0,7,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Cropland,12,0,20,0,13,17,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Wetland,1,11,16,0,7,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Bareland,1,8,0,0,14,5,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Water,4,27,55,0,0,18,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Forest,13,15,7,0,10,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Grassland,0,7,8,0,3,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,Built-up,0,10,9,0,0,8,0,0,0,0,0
