Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_36NZP_M_R,Shrubland,1,1,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Grassland,0,29,32,6,9,15,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Cropland,40,0,14,25,21,27,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Wetland,11,16,0,1,0,7,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Bareland,19,3,0,0,3,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Built-up,9,9,4,8,0,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Forest,50,39,35,17,19,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZP_M_R,Water,19,19,23,22,0,31,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Forest,0,0,15,0,0,0,2,48,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Cropland,0,0,3,0,0,0,0,17,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Wetland,0,0,0,0,0,0,0,39,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Grassland,0,0,1,0,0,0,0,38,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,Water,0,0,14,0,0,0,0,24,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,Forest,0,0,0,0,0,0,21,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,Grassland,0,0,0,0,0,0,18,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,Cropland,0,0,0,0,0,0,7,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,Wetland,0,0,0,0,0,0,13,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,Water,0,0,0,0,0,0,0,0,8,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Cropland,16,0,3,17,18,39,0,0,0,39,5,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Wetland,0,0,0,4,0,18,0,0,0,10,0,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Bareland,10,13,0,0,3,13,0,0,0,10,0,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Built-up,7,9,0,5,0,8,0,0,0,10,3,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Water,3,6,14,23,9,39,0,0,0,22,2,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Forest,14,25,15,20,24,0,2,0,0,40,5,0
AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,Grassland,0,17,1,16,11,43,0,0,0,35,3,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Grassland,0,37,6,1,20,27,19,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Bareland,0,18,0,0,15,7,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Built-up,0,2,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Forest,0,46,11,1,30,0,31,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Cropland,0,0,0,2,26,18,8,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Wetland,0,14,0,0,1,4,21,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,Water,0,17,3,2,1,8,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Cropland,18,0,3,9,0,15,7,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Wetland,20,0,0,0,0,11,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Built-up,7,10,0,1,0,9,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Forest,18,12,3,6,0,0,14,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Water,5,0,1,0,0,8,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Grassland,0,3,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZP_M_R,Bareland,0,5,0,0,0,2,1,0,0,0,0,0
