Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35PML_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Grassland,0,4,16,3,1,2,11,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Cropland,18,0,24,13,3,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Wetland,35,7,0,2,1,6,36,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Lichens_and_Mosses,3,2,1,2,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Bareland,11,4,23,0,2,3,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Built-up,10,4,2,8,0,1,9,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Water,59,20,79,49,0,0,45,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Forest,31,10,27,6,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PML_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Grassland,0,0,4,0,0,0,0,21,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Cropland,0,0,1,0,0,0,0,24,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Bareland,0,0,1,0,0,0,0,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Forest,0,0,12,0,0,0,0,45,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Wetland,0,0,0,0,0,1,0,75,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PML_M_R,Water,0,0,10,0,0,0,0,65,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Grassland,0,0,0,0,0,10,0,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Cropland,0,0,0,0,0,33,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Wetland,0,0,0,0,0,25,0,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Lichens_and_Mosses,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Bareland,0,0,0,0,0,42,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Built-up,0,0,0,0,0,6,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Water,0,0,0,0,0,0,0,0,61,0,0
AFRICA_2024_GSW_Yearly_2021_35PML_M_R,Forest,0,0,0,0,0,14,0,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Water,35,35,10,34,17,0,19,0,0,73,7
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Cropland,11,0,1,4,5,0,7,0,0,29,3
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Wetland,2,0,0,4,1,1,12,0,0,46,0
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Bareland,14,4,1,0,4,0,1,0,0,20,4
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Built-up,5,2,0,1,0,0,1,0,0,9,3
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Forest,12,7,12,7,5,0,0,0,0,52,0
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Grassland,0,1,4,5,0,0,7,0,0,19,0
AFRICA_2024_GLC_FCS30D_2022_35PML_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PML_M_R,Water,0,2,6,12,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PML_M_R,Grassland,0,9,2,0,1,2,10,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PML_M_R,Wetland,0,9,0,1,1,11,27,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PML_M_R,Forest,0,6,11,0,1,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PML_M_R,Cropland,0,0,0,0,0,2,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PML_M_R,Bareland,0,0,0,0,0,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PML_M_R,Wetland,19,10,0,0,0,7,19,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PML_M_R,Water,2,5,0,7,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PML_M_R,Forest,11,4,8,0,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PML_M_R,Grassland,0,2,3,2,0,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PML_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0
