Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36NXK_M_R,Shrubland,3,1,2,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Grassland,0,10,7,5,8,8,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Cropland,52,0,10,32,25,37,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Wetland,2,0,0,1,0,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Bareland,37,3,3,0,9,15,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Built-up,13,7,0,5,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Forest,47,22,16,22,19,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXK_M_R,Water,44,8,9,25,4,15,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,Grassland,0,0,0,0,0,0,0,7,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,Cropland,0,0,1,0,0,0,0,10,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,Bareland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,Forest,0,0,9,0,0,0,3,16,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,Water,0,0,1,0,0,0,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Grassland,0,0,0,0,0,0,5,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Cropland,0,0,0,0,0,0,9,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Bareland,0,0,0,0,0,0,8,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Water,0,0,0,0,0,0,0,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,Forest,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,Water,31,12,1,27,17,9,0,0,0,35,1
AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,Cropland,37,0,1,25,25,22,0,0,0,39,7
AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,Bareland,24,17,0,0,18,9,0,0,0,21,2
AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,Built-up,7,6,0,4,0,5,0,0,0,9,0
AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,Forest,37,27,9,21,21,0,3,0,0,41,6
AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,Grassland,0,7,0,9,6,9,0,0,0,16,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Grassland,0,23,0,5,5,22,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Bareland,0,24,0,0,7,15,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Built-up,0,4,0,0,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Forest,0,29,0,2,26,0,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Cropland,0,0,0,6,27,28,11,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Wetland,0,0,0,0,1,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,Water,0,24,0,1,18,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Cropland,11,0,0,7,0,9,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Built-up,2,8,0,6,0,5,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Forest,9,12,0,10,0,0,15,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Grassland,0,7,0,8,0,5,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Wetland,0,3,0,0,0,1,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Bareland,0,9,0,0,0,1,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXK_M_R,Water,0,0,0,0,0,2,0,0,0,0,0
