Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PZT_M_R,Shrubland,2,2,1,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Grassland,0,15,1,3,8,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Cropland,45,0,28,19,43,16,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Wetland,17,14,5,0,16,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Lichens_and_Mosses,1,1,0,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Bareland,23,15,0,0,6,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Built-up,9,8,7,0,8,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Water,62,58,43,1,76,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZT_M_R,Forest,56,47,26,13,0,11,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Wetland,0,0,0,0,0,0,6,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Bareland,0,0,0,0,0,0,3,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Forest,0,0,0,0,0,0,55,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Cropland,0,0,0,0,0,0,29,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Water,0,0,0,0,0,0,0,40,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,Grassland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Cropland,0,0,0,0,0,17,3,0,28,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Built-up,0,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Water,0,0,0,0,0,25,0,0,8,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Forest,0,0,0,0,0,14,8,0,15,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Grassland,0,0,0,0,0,1,0,0,5,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Wetland,0,0,0,0,0,0,0,0,42,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,Bareland,0,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Cropland,24,0,32,22,51,17,3,0,0,54,12
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Water,21,26,48,20,51,25,0,0,0,53,14
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Bareland,9,12,0,8,14,0,0,0,0,14,0
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Built-up,5,8,4,0,7,0,0,0,0,8,0
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Forest,26,31,30,26,0,14,8,0,0,54,11
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Grassland,0,5,0,1,14,1,0,0,0,16,0
AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,Wetland,2,6,12,1,6,0,0,0,0,9,1
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Grassland,0,26,0,5,12,0,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Wetland,0,28,0,0,1,0,20,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Bareland,0,19,0,5,4,0,22,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Water,0,61,3,3,21,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Forest,0,55,3,24,0,1,56,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,Cropland,0,0,3,24,16,0,22,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Cropland,20,0,11,0,27,12,22,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Forest,9,12,5,0,0,3,15,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Wetland,1,3,0,0,11,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Water,3,4,0,0,22,7,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Grassland,0,3,4,0,3,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Bareland,0,4,0,0,4,3,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZT_M_R,Built-up,0,6,1,0,5,0,0,0,0,0,0
