Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_36PWC_M_R,Shrubland,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Grassland,0,3,3,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Cropland,31,0,28,6,8,3,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Bareland,33,28,0,10,6,12,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Built-up,7,6,8,0,5,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Forest,6,2,3,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWC_M_R,Water,4,29,25,0,2,0,9,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWC_M_R,Grassland,0,0,0,0,0,5,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWC_M_R,Cropland,0,0,0,0,0,27,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWC_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWC_M_R,Bareland,0,0,0,0,0,47,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWC_M_R,Water,0,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R,Cropland,38,0,12,19,7,0,2,0,13,6,0
AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R,Bareland,38,28,0,21,3,1,5,0,18,10,0
AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R,Built-up,7,2,4,0,0,0,0,0,5,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R,Water,30,23,19,10,0,0,4,0,12,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R,Forest,6,8,2,5,0,0,0,0,2,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R,Grassland,0,3,4,3,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R,Cropland,0,0,21,12,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R,Bareland,0,15,0,22,0,11,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R,Water,0,1,20,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R,Forest,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWC_M_R,Grassland,0,6,6,0,2,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWC_M_R,Water,0,3,7,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWC_M_R,Bareland,0,13,0,0,0,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWC_M_R,Built-up,0,7,7,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWC_M_R,Forest,0,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWC_M_R,Cropland,0,0,13,0,3,7,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWC_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,3
AFRICA_2024_GWL_FCS30D_2022_36PWC_M_R,Bareland,0,0,0,0,0,1,5,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_36PWC_M_R,Water,0,0,0,0,0,0,4,0,0,0,9
