Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PFM_M_R,Shrubland,2,2,3,2,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Grassland,0,29,51,9,5,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Cropland,65,0,92,55,26,27,8,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Wetland,52,62,0,44,0,17,15,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Lichens_and_Mosses,2,1,2,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Bareland,54,34,44,0,15,2,13,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Built-up,10,11,10,10,0,7,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Water,27,37,124,63,3,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFM_M_R,Forest,44,45,83,37,18,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Grassland,0,0,3,0,0,0,0,69,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Cropland,0,0,27,0,0,0,4,147,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Bareland,0,0,9,0,0,0,1,70,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Built-up,0,0,0,0,0,0,0,10,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Forest,0,0,17,0,0,0,3,113,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Wetland,0,0,0,0,0,0,13,292,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,Water,0,0,27,0,0,0,0,85,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,Grassland,0,0,0,0,0,0,33,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,Cropland,0,0,0,0,0,0,71,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,Wetland,0,0,0,0,0,0,104,0,19,0,0
AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0
