Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PBN_M_R,Shrubland,3,2,2,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Grassland,0,32,58,4,5,15,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Cropland,66,0,60,42,23,63,18,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Wetland,31,63,0,10,0,40,18,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Lichens_and_Mosses,1,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Bareland,25,26,2,0,3,6,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Built-up,10,11,6,9,0,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Water,73,116,89,50,0,88,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PBN_M_R,Forest,57,50,66,24,20,0,9,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Grassland,0,0,5,0,0,0,1,81,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Cropland,0,0,33,0,0,0,11,104,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Forest,0,0,21,0,0,0,8,93,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Wetland,0,0,0,0,0,0,9,192,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Built-up,0,0,0,0,0,0,0,6,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Water,0,0,43,0,0,0,0,91,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,Bareland,0,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Cropland,0,0,0,0,0,0,111,0,22,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Wetland,0,0,0,0,0,0,100,0,18,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Bareland,0,0,0,0,0,0,7,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Forest,0,0,0,0,0,0,77,0,14,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Water,0,0,0,0,0,0,0,0,67,0,0
AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,Grassland,0,0,0,0,0,0,31,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Water,31,50,43,77,32,75,0,0,0,77,12
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Cropland,44,0,33,58,33,69,11,0,0,85,15
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Wetland,13,24,0,29,7,38,9,0,0,51,3
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Bareland,11,14,0,0,9,17,0,0,0,20,0
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Built-up,8,11,0,5,0,8,0,0,0,12,4
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Forest,38,40,21,39,25,0,8,0,0,77,15
AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,Grassland,0,22,5,12,4,34,1,0,0,39,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Grassland,0,57,25,0,20,25,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Wetland,0,79,0,0,18,27,58,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Bareland,0,37,0,0,12,9,22,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Water,0,124,47,0,13,28,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Built-up,0,3,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Forest,0,84,23,0,41,0,67,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,Cropland,0,0,24,3,43,23,50,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Cropland,40,0,22,19,0,34,28,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Wetland,50,30,0,3,0,49,34,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Water,35,25,22,3,0,40,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Forest,19,16,8,7,0,0,18,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Bareland,1,4,3,0,0,5,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Grassland,0,3,1,5,0,5,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PBN_M_R,Built-up,0,10,0,3,0,9,0,0,0,0,0
