Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Built-up,Water,Non_Water,Wetland,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_35PPS_M_R,Shrubland,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Grassland,0,3,3,2,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Cropland,27,16,9,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Bareland,29,0,15,8,5,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Built-up,5,4,3,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Forest,23,7,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Water,17,7,2,2,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPS_M_R,Wetland,3,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPS_M_R,Grassland,0,0,0,0,0,6,6,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPS_M_R,Water,0,0,0,0,0,0,11,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPS_M_R,Cropland,0,0,0,0,0,7,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPS_M_R,Wetland,0,0,0,0,0,2,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPS_M_R,Bareland,0,0,0,0,0,16,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPS_M_R,Forest,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPS_M_R,Grassland,0,5,6,2,4,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPS_M_R,Bareland,0,0,4,8,11,1,0,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPS_M_R,Forest,0,1,0,0,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPS_M_R,Cropland,0,4,10,0,0,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPS_M_R,Wetland,0,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R,Bareland,25,0,7,4,14,0,0,1,18,5,0
AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R,Built-up,6,1,0,0,0,0,0,0,1,2,0
AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R,Forest,19,1,0,10,9,0,0,3,12,0,0
AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R,Cropland,19,6,5,0,8,0,0,2,11,2,0
AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R,Water,13,4,0,1,0,0,0,5,1,0,0
AFRICA_2024_GLC_FCS30D_2022_35PPS_M_R,Wetland,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Grassland,0,9,2,11,0,4,0,2,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Wetland,0,1,0,3,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Bareland,0,0,0,10,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Forest,0,5,0,7,0,1,0,2,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Water,0,3,0,5,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Cropland,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPS_M_R,Built-up,0,4,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R,Cropland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R,Bareland,0,0,0,0,0,0,0,1,0,0,1
AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R,Water,0,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_35PPS_M_R,Forest,0,0,0,0,0,0,0,3,0,0,2
