Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PTR_M_R,Shrubland,3,1,3,2,2,1,3,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Grassland,0,1,36,4,1,13,24,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Cropland,40,0,20,13,4,2,8,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Wetland,108,0,0,17,6,43,79,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Bareland,28,2,10,0,2,0,4,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Built-up,11,3,4,8,0,2,7,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Water,115,0,104,9,1,0,81,0,0,0
AFRICA_2024_WorldCover_2021_36PTR_M_R,Forest,67,0,64,9,3,20,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Cropland,0,0,0,0,0,0,0,33,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Bareland,0,0,0,0,0,0,0,23,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Forest,0,0,23,0,0,10,0,131,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Wetland,0,0,0,0,0,19,0,280,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Water,0,0,32,0,0,0,0,126,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Grassland,0,0,8,0,0,3,0,85,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,Built-up,0,0,1,0,0,0,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Grassland,0,0,0,0,0,35,0,0,3,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Cropland,0,0,0,0,0,16,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Wetland,0,0,0,0,0,119,0,0,33,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Bareland,0,0,0,0,0,17,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Built-up,0,0,0,0,0,9,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Forest,0,0,0,0,0,68,0,0,6,0
AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,Water,0,0,0,0,0,0,0,0,68,0
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Water,5,20,32,38,3,0,57,0,0,96
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Cropland,8,0,0,6,8,0,14,0,0,38
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Wetland,8,29,0,35,13,19,58,0,0,89
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Bareland,7,3,0,0,8,0,8,0,0,27
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Built-up,6,6,1,4,0,0,5,0,0,15
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Forest,5,16,23,24,12,10,0,0,0,79
AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,Grassland,0,15,8,26,4,3,26,0,0,49
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Grassland,0,15,49,0,8,17,27,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Wetland,0,24,0,8,17,52,61,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Forest,0,16,52,3,13,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Water,0,10,116,35,7,0,54,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Built-up,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Bareland,0,4,13,0,9,3,4,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,Cropland,0,0,13,0,3,1,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTR_M_R,Water,45,13,49,10,0,0,41,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTR_M_R,Wetland,54,25,0,9,0,47,47,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTR_M_R,Forest,28,14,21,5,0,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTR_M_R,Grassland,0,5,2,5,0,1,4,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTR_M_R,Built-up,0,1,0,4,0,1,1,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTR_M_R,Bareland,0,0,0,0,0,3,0,0,0,0
