,0
AFRICA_2024_WorldCover_2021_36NWP_M_R,1201
AFRICA_2024_GLC_FCS30D_2022_36NWP_M_R,1116
AFRICA_2024_DynamicWorld_2024_36NWP_M_R,1088
AFRICA_2024_ESRI_Annual_LULC_2024_36NWP_M_R,897
AFRICA_2024_GWL_FCS30D_2022_36NWP_M_R,773
AFRICA_2024_GSW_Yearly_2021_36NWP_M_R,449
