Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Shrubland,3,3,1,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Grassland,0,32,2,2,2,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Cropland,16,16,1,3,0,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Wetland,102,0,13,8,41,68,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Bareland,7,8,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Built-up,8,6,2,0,0,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Water,101,118,8,1,0,66,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTQ_M_R,Forest,66,66,20,4,19,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Grassland,0,8,0,0,3,0,49,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Cropland,0,2,0,0,0,0,24,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Bareland,0,0,0,0,0,0,9,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Built-up,0,1,0,0,0,0,6,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Forest,0,23,0,0,16,0,133,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Wetland,0,0,0,0,23,0,268,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,Water,0,29,0,0,0,0,106,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Wetland,0,0,0,0,111,0,0,39,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Water,0,0,0,0,0,0,0,68,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Forest,0,0,0,0,77,0,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Grassland,0,0,0,0,17,0,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Cropland,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,Bareland,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Cropland,3,2,1,0,0,8,0,0,23,0,0
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Wetland,14,0,39,7,23,48,0,0,85,20,2
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Water,3,29,33,2,0,45,0,0,78,13,0
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Built-up,3,1,0,0,0,3,0,0,6,3,0
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Forest,6,23,17,3,16,0,0,0,79,16,1
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Grassland,0,8,12,1,3,19,0,0,40,8,0
AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,Bareland,0,0,0,0,0,1,0,0,5,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,Wetland,0,0,24,13,46,67,0,0,0,34,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,Water,0,86,45,0,0,62,0,0,0,11,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,Forest,0,51,2,14,18,0,0,0,0,12,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,Grassland,0,19,0,4,9,23,0,0,0,9,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,Cropland,0,8,0,1,1,9,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,Bareland,0,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,Water,30,46,0,0,0,51,0,0,0,7,0
AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,Wetland,55,0,3,0,53,51,0,0,0,18,0
AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,Forest,22,24,0,0,14,0,0,0,0,14,0
AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,Grassland,0,0,0,0,0,2,0,0,0,2,0
AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,Bareland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,Built-up,0,0,0,0,1,1,0,0,0,0,0
