Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_38NLK_M_R,Shrubland,3,1,2,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Grassland,0,3,3,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Cropland,38,0,20,1,4,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Wetland,4,1,2,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Bareland,32,19,0,0,2,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Built-up,11,3,6,0,5,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Water,24,5,28,0,2,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38NLK_M_R,Forest,15,8,5,2,0,1,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Grassland,0,0,0,0,0,6,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Wetland,0,0,0,0,0,4,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Bareland,0,0,0,0,0,13,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Water,0,0,0,0,0,0,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,Forest,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,Water,21,14,7,5,3,0,9,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,Cropland,22,0,11,10,12,0,0,0,20,0,0
AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,Bareland,24,13,0,14,2,0,0,0,14,0,0
AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,Built-up,9,4,5,0,2,0,0,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,Forest,17,9,5,3,0,0,0,0,17,1,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Grassland,0,4,6,5,3,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Wetland,0,1,0,0,1,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Bareland,0,15,0,12,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Cropland,0,0,15,2,8,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Water,0,3,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,Forest,0,5,5,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NLK_M_R,Water,0,0,0,0,0,0,9,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_38NLK_M_R,Forest,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_38NLK_M_R,Grassland,0,8,6,0,3,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NLK_M_R,Wetland,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NLK_M_R,Bareland,0,11,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NLK_M_R,Forest,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NLK_M_R,Cropland,0,0,7,0,2,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NLK_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0
