Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35NRE_M_R,Shrubland,3,1,1,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Grassland,0,2,7,1,1,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Cropland,18,0,1,0,2,7,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Wetland,13,0,0,0,1,12,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Bareland,7,0,0,0,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Built-up,9,6,0,4,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Forest,56,19,17,1,15,0,2,0,0,0
AFRICA_2024_WorldCover_2021_35NRE_M_R,Water,25,1,9,10,0,25,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,Forest,0,0,15,0,0,0,3,29,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,Grassland,0,0,2,0,0,0,0,7,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,Cropland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,Wetland,0,0,0,0,0,0,0,13,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,Water,0,0,13,0,0,0,0,6,0,0
AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,Forest,0,0,0,0,0,0,24,0,6,0
AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,Grassland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,Wetland,0,0,0,0,0,0,1,0,1,0
AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,Water,0,0,0,0,0,0,0,0,15,0
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Cropland,0,0,0,0,1,11,0,0,0,4
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Built-up,2,6,0,1,0,4,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Water,0,9,13,8,4,19,0,0,0,12
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Forest,8,31,15,14,13,0,3,0,0,40
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Grassland,0,9,2,3,1,13,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Wetland,0,1,0,0,1,4,0,0,0,4
AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,Bareland,0,3,0,0,2,4,0,0,0,5
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Forest,0,13,0,0,22,0,26,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Grassland,0,3,0,0,2,15,2,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Cropland,0,0,0,0,10,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Wetland,0,0,0,0,2,15,10,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Built-up,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Bareland,0,0,0,0,0,1,3,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,Water,0,0,0,0,1,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRE_M_R,Cropland,2,0,0,0,0,6,2,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRE_M_R,Wetland,5,0,0,0,0,7,8,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRE_M_R,Forest,12,7,12,3,0,0,13,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRE_M_R,Built-up,0,1,0,0,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRE_M_R,Water,0,0,1,0,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRE_M_R,Grassland,0,0,0,0,0,1,0,0,0,0
