Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36NUL_M_R,Shrubland,3,1,3,3,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Grassland,0,4,46,6,6,11,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Cropland,59,0,62,34,23,33,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Wetland,51,2,0,8,0,40,1,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Bareland,41,1,9,0,7,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Built-up,19,6,16,13,0,16,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Forest,70,17,94,39,21,0,5,0,0,0
AFRICA_2024_WorldCover_2021_36NUL_M_R,Water,70,10,128,52,21,62,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Grassland,0,0,3,0,0,0,0,55,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Cropland,0,0,2,0,0,0,0,75,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Bareland,0,0,1,0,0,0,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Built-up,0,0,0,0,0,0,0,16,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Forest,0,0,19,0,0,0,4,130,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Wetland,0,0,0,0,0,0,10,190,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,Water,0,0,22,0,0,0,0,92,0,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Grassland,0,0,0,0,0,0,17,0,2,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Cropland,0,0,0,0,0,0,24,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Bareland,0,0,0,0,0,0,20,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Built-up,0,0,0,0,0,0,12,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Forest,0,0,0,0,0,0,55,0,9,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Wetland,0,0,0,0,0,0,63,0,13,0
AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,Water,0,0,0,0,0,0,0,0,47,0
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Cropland,21,0,2,16,25,34,0,0,0,60
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Wetland,14,22,0,25,2,41,10,0,0,52
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Bareland,17,9,1,0,16,12,0,0,0,31
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Built-up,11,9,0,11,0,7,0,0,0,17
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Water,38,31,22,48,32,45,0,0,0,71
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Forest,40,43,19,28,29,0,4,0,0,73
AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,Grassland,0,18,3,12,7,22,0,0,0,35
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Grassland,0,33,7,2,19,35,17,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Wetland,0,25,0,0,19,41,41,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Bareland,0,23,0,0,16,9,15,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Built-up,0,5,0,0,0,2,2,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Forest,0,46,25,0,41,0,46,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Water,0,30,18,5,43,30,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,Cropland,0,0,13,0,37,26,12,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Cropland,9,0,1,3,0,11,7,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Wetland,34,25,0,0,0,34,34,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Built-up,2,12,0,10,0,8,8,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Water,14,5,11,3,0,21,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Forest,16,19,16,3,0,0,17,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Grassland,0,5,3,8,0,6,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUL_M_R,Bareland,0,1,1,0,0,4,8,0,0,0
