Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35NRG_M_R,Shrubland,3,3,3,2,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Grassland,0,1,20,1,0,17,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Cropland,24,0,16,2,6,6,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Wetland,65,5,0,1,0,50,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Bareland,11,0,3,0,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Built-up,7,4,0,6,0,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Water,101,5,53,24,1,73,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRG_M_R,Forest,63,12,37,5,12,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Forest,0,0,18,0,0,0,11,78,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Cropland,0,0,0,0,0,0,0,20,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Wetland,0,0,0,0,0,0,4,140,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Bareland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Water,0,0,19,0,0,0,0,60,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,Grassland,0,0,4,0,0,0,1,38,0,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Grassland,0,0,0,0,0,0,16,0,2,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Bareland,0,0,0,0,0,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Water,0,0,0,0,0,0,0,0,59,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Forest,0,0,0,0,0,0,45,0,17,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Cropland,0,0,0,0,0,0,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,Wetland,0,0,0,0,0,0,33,0,7,0
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Water,10,14,19,36,14,44,0,0,0,71
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Cropland,0,0,0,2,0,20,0,0,0,31
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Wetland,0,3,0,21,1,38,4,0,0,59
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Bareland,0,0,0,0,0,2,0,0,0,10
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Built-up,2,4,0,0,0,5,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Forest,7,19,18,28,12,0,11,0,0,71
AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,Grassland,0,3,4,18,2,24,1,0,0,34
AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,Forest,0,24,25,0,19,0,34,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,Water,0,12,27,2,1,18,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,Grassland,0,14,17,0,2,11,12,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,Cropland,0,0,4,1,4,3,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,Wetland,0,17,0,0,0,25,36,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,Bareland,0,0,0,0,0,2,3,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRG_M_R,Wetland,17,4,0,0,0,15,20,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRG_M_R,Water,8,2,23,5,0,13,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRG_M_R,Forest,24,7,21,2,0,0,19,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRG_M_R,Grassland,0,2,1,1,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRG_M_R,Cropland,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRG_M_R,Built-up,0,0,0,0,0,2,0,0,0,0
