Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Built-up
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Grassland,0,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Wetland,32,0,32,13,26,29,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Lichens_and_Mosses,3,3,0,1,1,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Bareland,7,5,8,0,6,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Built-up,7,6,4,3,2,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Water,31,32,33,23,0,30,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Forest,20,22,21,9,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPV_M_R,Permanent_ice_and_snow,16,19,18,6,11,16,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Bareland,0,0,0,0,0,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Built-up,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Forest,0,3,0,0,2,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Wetland,0,0,0,0,2,0,0,95,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Water,0,7,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,19,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Grassland,0,0,0,0,7,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Wetland,0,0,0,0,49,0,0,0,10,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Lichens_and_Mosses,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Bareland,0,0,0,0,12,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Built-up,0,0,0,0,4,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Water,0,0,0,0,0,0,0,0,49,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Forest,0,0,0,0,33,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,Permanent_ice_and_snow,0,0,0,0,24,0,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,Water,19,7,8,20,0,20,0,0,0,22,18
SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,Wetland,12,0,10,14,2,13,0,0,0,15,16
SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,Bareland,0,0,0,0,0,2,0,0,0,4,2
SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,Built-up,1,0,0,4,0,1,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,Permanent_ice_and_snow,13,0,4,14,0,13,0,0,0,15,13
SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,Forest,12,3,5,14,2,0,0,0,0,16,11
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,Water,0,23,0,4,0,16,22,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,Grassland,0,3,0,0,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,Lichens_and_Mosses,0,3,0,0,0,1,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,Bareland,0,3,0,0,2,3,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,Forest,0,3,0,2,2,0,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,Wetland,0,0,0,2,11,13,15,0,0,0,1
