Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Forest,Water,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Shrubland,3,3,1,1,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Grassland,0,3,1,1,1,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Cropland,4,4,2,1,3,7,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Wetland,35,0,21,27,17,35,33,3,6,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Lichens_and_Mosses,1,3,0,2,1,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Bareland,8,5,6,0,4,9,8,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Built-up,13,12,10,9,0,16,6,2,2,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Water,25,27,9,20,4,29,0,0,1,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Forest,14,17,8,6,8,0,9,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEK_M_R,Permanent_ice_and_snow,9,7,5,5,5,7,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Bareland,0,3,0,0,0,0,2,0,0,8,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Built-up,0,1,0,0,0,0,1,0,0,15,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Forest,0,3,0,0,0,0,2,0,0,20,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Cropland,0,0,0,0,0,0,0,0,0,4,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Wetland,0,0,0,0,0,0,2,0,0,123,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Water,0,7,0,0,0,0,0,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Grassland,0,0,0,0,0,0,3,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Wetland,0,0,0,0,0,0,60,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Bareland,0,0,0,0,0,0,15,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Built-up,0,0,0,0,0,0,17,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Water,0,0,0,0,0,0,0,0,0,0,37,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Forest,0,0,0,0,0,0,20,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Water,3,7,4,21,13,16,0,0,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Cropland,2,0,0,9,2,5,0,0,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Wetland,12,0,14,25,18,21,2,3,0,0,0,18
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Bareland,2,3,2,0,9,5,2,0,0,0,0,3
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Built-up,8,1,3,19,0,9,1,0,0,0,0,9
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Permanent_ice_and_snow,3,0,1,15,7,10,0,0,0,0,0,7
SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R,Forest,8,3,6,16,9,0,2,1,0,0,0,9
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Grassland,0,3,0,1,1,1,1,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Wetland,0,0,0,8,13,14,11,6,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Bareland,0,3,0,0,3,3,2,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Built-up,0,3,0,3,0,1,1,1,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Forest,0,3,0,1,3,0,2,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Water,0,29,0,8,13,10,0,0,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R,Lichens_and_Mosses,0,2,0,0,1,1,0,0,0,0,0,0
