Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Grassland,0,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Wetland,39,0,36,28,6,29,34,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Lichens_and_Mosses,3,3,0,1,1,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Bareland,12,12,14,0,3,12,11,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Built-up,13,12,11,10,0,7,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Water,35,35,32,33,4,0,32,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Forest,20,21,18,14,9,14,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Cropland,9,8,3,0,0,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMU_M_R,Permanent_ice_and_snow,14,17,9,8,2,12,14,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Bareland,0,3,0,0,0,2,0,0,15,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Built-up,0,0,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Forest,0,3,0,0,0,2,0,0,24,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Cropland,0,0,0,0,0,0,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Wetland,0,0,0,0,0,2,0,0,109,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Water,0,7,0,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Grassland,0,0,0,0,0,8,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Wetland,0,0,0,0,0,62,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Lichens_and_Mosses,0,0,0,0,0,3,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Bareland,0,0,0,0,0,23,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Built-up,0,0,0,0,0,13,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Water,0,0,0,0,0,0,0,0,0,55,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Forest,0,0,0,0,0,35,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMU_M_R,Permanent_ice_and_snow,0,0,0,0,0,17,0,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Water,17,7,13,22,21,0,19,0,0,0,23,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Cropland,3,0,3,5,2,0,5,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Wetland,14,0,13,17,18,2,14,0,0,0,17,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Bareland,5,3,5,0,12,2,5,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Built-up,7,0,6,15,0,0,5,0,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Permanent_ice_and_snow,11,0,7,16,10,0,10,0,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_44WMU_M_R,Forest,12,3,7,17,16,2,0,0,0,0,16,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Grassland,0,3,0,1,1,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Wetland,0,0,0,14,3,11,16,18,0,0,0,7
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Water,0,26,0,12,5,0,19,23,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Forest,0,3,0,1,1,2,0,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Lichens_and_Mosses,0,3,0,2,1,1,1,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Bareland,0,3,0,0,3,2,3,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMU_M_R,Built-up,0,1,0,1,0,0,1,1,0,0,0,0
