Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Shrubland,3,3,2,2,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Grassland,0,1,2,1,0,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Cropland,6,12,2,3,2,0,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Wetland,34,0,20,16,11,22,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Lichens_and_Mosses,2,1,0,1,0,1,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Bareland,13,8,14,0,2,7,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Built-up,11,9,3,12,0,2,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Water,31,33,19,24,1,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Forest,23,21,12,12,6,11,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMR_M_R,Permanent_ice_and_snow,9,9,7,7,3,7,12,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Grassland,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Cropland,0,0,0,0,0,0,0,12,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Bareland,0,3,0,0,0,0,0,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Built-up,0,1,0,0,0,0,0,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Forest,0,3,0,0,0,2,0,24,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Wetland,0,0,0,0,0,2,0,85,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Water,0,7,0,0,0,0,0,22,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,9,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Grassland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Wetland,0,0,0,0,0,50,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Bareland,0,0,0,0,0,25,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Built-up,0,0,0,0,0,12,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Water,0,0,0,0,0,0,0,0,34,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Forest,0,0,0,0,0,38,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMR_M_R,Permanent_ice_and_snow,0,0,0,0,0,11,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Water,12,7,10,21,17,0,18,0,0,19,4,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Cropland,3,0,0,9,1,0,6,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Wetland,7,0,6,18,11,2,14,0,0,16,3,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Bareland,5,3,3,0,10,0,7,0,0,6,2,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Built-up,3,1,3,13,0,0,5,0,0,7,1,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Permanent_ice_and_snow,7,0,2,14,8,0,11,0,0,8,1,0
SIBERIA_2024_GLC_FCS30D_2022_44VMR_M_R,Forest,9,3,8,15,14,2,0,0,0,17,7,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Grassland,0,3,0,1,1,1,3,0,0,0,1,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Wetland,0,0,0,11,5,12,15,0,0,0,9,17
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Bareland,0,3,0,0,3,2,2,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Built-up,0,2,0,0,0,0,1,0,0,0,1,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Water,0,24,0,15,3,0,14,0,0,0,3,15
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Forest,0,3,0,2,2,2,0,0,0,0,3,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMR_M_R,Lichens_and_Mosses,0,0,0,1,0,1,1,0,0,0,0,1
