Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Shrubland,3,3,1,2,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Grassland,0,3,2,3,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Wetland,40,0,23,28,23,31,37,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Lichens_and_Mosses,1,2,0,1,0,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Bareland,15,7,10,0,10,6,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Built-up,16,11,10,11,0,3,17,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Water,39,36,22,27,20,0,40,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Forest,17,17,5,10,7,9,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Cropland,10,13,2,3,3,2,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFH_M_R,Permanent_ice_and_snow,16,14,4,5,8,6,13,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Bareland,0,3,0,0,0,2,0,0,10,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Built-up,0,2,0,0,0,2,0,0,14,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Forest,0,3,0,0,0,2,0,0,20,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Cropland,0,0,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Wetland,0,0,0,0,0,2,0,0,122,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Water,0,9,0,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,14,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Grassland,0,0,0,0,0,6,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Wetland,0,0,0,0,0,74,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Lichens_and_Mosses,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Bareland,0,0,0,0,0,25,0,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Built-up,0,0,0,0,0,25,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Water,0,0,0,0,0,0,0,0,0,55,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Forest,0,0,0,0,0,30,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Cropland,0,0,0,0,0,7,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,Permanent_ice_and_snow,0,0,0,0,0,18,0,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Water,17,9,17,26,21,0,27,0,0,0,22,0
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Cropland,6,0,3,12,4,0,12,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Wetland,18,0,15,19,17,2,20,0,0,0,20,1
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Bareland,5,3,3,0,12,2,11,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Built-up,8,2,3,17,0,2,13,0,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Permanent_ice_and_snow,7,0,3,18,10,0,12,0,0,0,12,0
SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,Forest,8,3,3,14,6,2,0,0,0,0,13,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Grassland,0,3,0,1,3,2,2,2,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Wetland,0,0,0,11,12,15,14,16,0,0,0,13
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Bareland,0,3,0,0,3,2,2,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Water,0,26,0,12,15,0,12,17,0,0,0,11
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Built-up,0,3,0,3,0,2,1,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Forest,0,3,0,3,3,2,0,3,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,Lichens_and_Mosses,0,2,0,1,1,0,0,1,0,0,0,0
