,GSW_Yearly_2021,GLC_FCS30D_2022,GWL_FCS30D_2022,WorldCover_2021,ESRI_Annual_LULC_2024,meta,tile_id,ESA_CALU_2024
191,1018,1806,1635,1828,1460,"{'SIBERIA_2024_ESA_CALU_2024_44WND_M_R': 890, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R': 1460, 'SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R': 1806, 'SIBERIA_2024_GSW_Yearly_2021_44WND_M_R': 1018, 'SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R': 1635, 'SIBERIA_2024_WorldCover_2021_44WND_M_R': 1828}",44WND,890.0
192,390,704,770,731,625,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VWG_M_R': 625, 'SIBERIA_2024_GLC_FCS30D_2022_45VWG_M_R': 704, 'SIBERIA_2024_GSW_Yearly_2021_45VWG_M_R': 390, 'SIBERIA_2024_GWL_FCS30D_2022_45VWG_M_R': 770, 'SIBERIA_2024_WorldCover_2021_45VWG_M_R': 731}",45VWG,
193,1402,2463,2218,2462,1920,"{'SIBERIA_2024_ESA_CALU_2024_44WNE_M_R': 1771, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R': 1920, 'SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R': 2463, 'SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R': 1402, 'SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R': 2218, 'SIBERIA_2024_WorldCover_2021_44WNE_M_R': 2462}",44WNE,1771.0
194,222,400,445,424,367,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VVJ_M_R': 367, 'SIBERIA_2024_GLC_FCS30D_2022_45VVJ_M_R': 400, 'SIBERIA_2024_GSW_Yearly_2021_45VVJ_M_R': 222, 'SIBERIA_2024_GWL_FCS30D_2022_45VVJ_M_R': 445, 'SIBERIA_2024_WorldCover_2021_45VVJ_M_R': 424}",45VVJ,
195,413,663,599,664,515,"{'SIBERIA_2024_ESA_CALU_2024_44XNG_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R': 515, 'SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R': 663, 'SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R': 413, 'SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R': 599, 'SIBERIA_2024_WorldCover_2021_44XNG_M_R': 664}",44XNG,0.0
196,327,552,620,576,518,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VVH_M_R': 518, 'SIBERIA_2024_GLC_FCS30D_2022_45VVH_M_R': 552, 'SIBERIA_2024_GSW_Yearly_2021_45VVH_M_R': 327, 'SIBERIA_2024_GWL_FCS30D_2022_45VVH_M_R': 620, 'SIBERIA_2024_WorldCover_2021_45VVH_M_R': 576}",45VVH,
197,436,725,798,754,646,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R': 646, 'SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R': 725, 'SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R': 436, 'SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R': 798, 'SIBERIA_2024_WorldCover_2021_44VNR_M_R': 754}",44VNR,
198,0,2,1,0,0,"{'SIBERIA_2024_ESA_CALU_2024_41WNV_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_41WNV_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_41WNV_M_R': 2, 'SIBERIA_2024_GSW_Yearly_2021_41WNV_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_41WNV_M_R': 1, 'SIBERIA_2024_WorldCover_2021_41WNV_M_R': 0}",41WNV,0.0
199,332,533,610,565,503,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VVL_M_R': 503, 'SIBERIA_2024_GLC_FCS30D_2022_45VVL_M_R': 533, 'SIBERIA_2024_GSW_Yearly_2021_45VVL_M_R': 332, 'SIBERIA_2024_GWL_FCS30D_2022_45VVL_M_R': 610, 'SIBERIA_2024_WorldCover_2021_45VVL_M_R': 565}",45VVL,
200,407,652,735,730,608,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R': 608, 'SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R': 652, 'SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R': 407, 'SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R': 735, 'SIBERIA_2024_WorldCover_2021_45WVP_M_R': 730}",45WVP,
201,1010,1704,1570,1704,1291,"{'SIBERIA_2024_ESA_CALU_2024_44XNF_M_R': 1007, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44XNF_M_R': 1291, 'SIBERIA_2024_GLC_FCS30D_2022_44XNF_M_R': 1704, 'SIBERIA_2024_GSW_Yearly_2021_44XNF_M_R': 1010, 'SIBERIA_2024_GWL_FCS30D_2022_44XNF_M_R': 1570, 'SIBERIA_2024_WorldCover_2021_44XNF_M_R': 1704}",44XNF,1007.0
202,122,169,173,186,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMA_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44WMA_M_R': 169, 'SIBERIA_2024_GSW_Yearly_2021_44WMA_M_R': 122, 'SIBERIA_2024_GWL_FCS30D_2022_44WMA_M_R': 173, 'SIBERIA_2024_WorldCover_2021_44WMA_M_R': 186}",44WMA,
203,410,719,796,757,650,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VWH_M_R': 650, 'SIBERIA_2024_GLC_FCS30D_2022_45VWH_M_R': 719, 'SIBERIA_2024_GSW_Yearly_2021_45VWH_M_R': 410, 'SIBERIA_2024_GWL_FCS30D_2022_45VWH_M_R': 796, 'SIBERIA_2024_WorldCover_2021_45VWH_M_R': 757}",45VWH,
204,515,810,905,895,745,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R': 745, 'SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R': 810, 'SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R': 515, 'SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R': 905, 'SIBERIA_2024_WorldCover_2021_45WWP_M_R': 895}",45WWP,
205,1045,1729,1766,1766,1320,"{'SIBERIA_2024_ESA_CALU_2024_44WPE_M_R': 1116, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPE_M_R': 1320, 'SIBERIA_2024_GLC_FCS30D_2022_44WPE_M_R': 1729, 'SIBERIA_2024_GSW_Yearly_2021_44WPE_M_R': 1045, 'SIBERIA_2024_GWL_FCS30D_2022_44WPE_M_R': 1766, 'SIBERIA_2024_WorldCover_2021_44WPE_M_R': 1766}",44WPE,1116.0
206,287,468,387,464,372,"{'SIBERIA_2024_ESA_CALU_2024_43XEB_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43XEB_M_R': 372, 'SIBERIA_2024_GLC_FCS30D_2022_43XEB_M_R': 468, 'SIBERIA_2024_GSW_Yearly_2021_43XEB_M_R': 287, 'SIBERIA_2024_GWL_FCS30D_2022_43XEB_M_R': 387, 'SIBERIA_2024_WorldCover_2021_43XEB_M_R': 464}",43XEB,0.0
207,108,144,162,162,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMC_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44WMC_M_R': 144, 'SIBERIA_2024_GSW_Yearly_2021_44WMC_M_R': 108, 'SIBERIA_2024_GWL_FCS30D_2022_44WMC_M_R': 162, 'SIBERIA_2024_WorldCover_2021_44WMC_M_R': 162}",44WMC,
208,706,990,1082,1105,940,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R': 940, 'SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R': 990, 'SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R': 706, 'SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R': 1082, 'SIBERIA_2024_WorldCover_2021_44WPC_M_R': 1105}",44WPC,
209,268,476,535,517,430,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VWJ_M_R': 430, 'SIBERIA_2024_GLC_FCS30D_2022_45VWJ_M_R': 476, 'SIBERIA_2024_GSW_Yearly_2021_45VWJ_M_R': 268, 'SIBERIA_2024_GWL_FCS30D_2022_45VWJ_M_R': 535, 'SIBERIA_2024_WorldCover_2021_45VWJ_M_R': 517}",45VWJ,
210,357,638,706,683,569,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VWF_M_R': 569, 'SIBERIA_2024_GLC_FCS30D_2022_45VWF_M_R': 638, 'SIBERIA_2024_GSW_Yearly_2021_45VWF_M_R': 357, 'SIBERIA_2024_GWL_FCS30D_2022_45VWF_M_R': 706, 'SIBERIA_2024_WorldCover_2021_45VWF_M_R': 683}",45VWF,
211,650,1192,1002,1192,840,"{'SIBERIA_2024_ESA_CALU_2024_44XNH_M_R': 697, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R': 840, 'SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R': 1192, 'SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R': 650, 'SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R': 1002, 'SIBERIA_2024_WorldCover_2021_44XNH_M_R': 1192}",44XNH,697.0
212,115,165,159,178,0,"{'SIBERIA_2024_ESA_CALU_2024_44WMD_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44WMD_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44WMD_M_R': 165, 'SIBERIA_2024_GSW_Yearly_2021_44WMD_M_R': 115, 'SIBERIA_2024_GWL_FCS30D_2022_44WMD_M_R': 159, 'SIBERIA_2024_WorldCover_2021_44WMD_M_R': 178}",44WMD,0.0
213,647,973,1094,1090,905,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWS_M_R': 905, 'SIBERIA_2024_GLC_FCS30D_2022_45WWS_M_R': 973, 'SIBERIA_2024_GSW_Yearly_2021_45WWS_M_R': 647, 'SIBERIA_2024_GWL_FCS30D_2022_45WWS_M_R': 1094, 'SIBERIA_2024_WorldCover_2021_45WWS_M_R': 1090}",45WWS,
214,603,866,966,966,805,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNB_M_R': 805, 'SIBERIA_2024_GLC_FCS30D_2022_44WNB_M_R': 866, 'SIBERIA_2024_GSW_Yearly_2021_44WNB_M_R': 603, 'SIBERIA_2024_GWL_FCS30D_2022_44WNB_M_R': 966, 'SIBERIA_2024_WorldCover_2021_44WNB_M_R': 966}",44WNB,
215,547,826,926,925,772,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R': 772, 'SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R': 826, 'SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R': 547, 'SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R': 926, 'SIBERIA_2024_WorldCover_2021_45WVQ_M_R': 925}",45WVQ,
216,106,154,142,164,0,"{'SIBERIA_2024_ESA_CALU_2024_44WME_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44WME_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44WME_M_R': 154, 'SIBERIA_2024_GSW_Yearly_2021_44WME_M_R': 106, 'SIBERIA_2024_GWL_FCS30D_2022_44WME_M_R': 142, 'SIBERIA_2024_WorldCover_2021_44WME_M_R': 164}",44WME,0.0
217,251,412,478,453,379,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVM_M_R': 379, 'SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R': 412, 'SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R': 251, 'SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R': 478, 'SIBERIA_2024_WorldCover_2021_45WVM_M_R': 453}",45WVM,
218,384,628,698,666,583,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VWK_M_R': 583, 'SIBERIA_2024_GLC_FCS30D_2022_45VWK_M_R': 628, 'SIBERIA_2024_GSW_Yearly_2021_45VWK_M_R': 384, 'SIBERIA_2024_GWL_FCS30D_2022_45VWK_M_R': 698, 'SIBERIA_2024_WorldCover_2021_45VWK_M_R': 666}",45VWK,
219,319,532,602,582,491,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVN_M_R': 491, 'SIBERIA_2024_GLC_FCS30D_2022_45WVN_M_R': 532, 'SIBERIA_2024_GSW_Yearly_2021_45WVN_M_R': 319, 'SIBERIA_2024_GWL_FCS30D_2022_45WVN_M_R': 602, 'SIBERIA_2024_WorldCover_2021_45WVN_M_R': 582}",45WVN,
220,371,636,702,669,562,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNS_M_R': 562, 'SIBERIA_2024_GLC_FCS30D_2022_44WNS_M_R': 636, 'SIBERIA_2024_GSW_Yearly_2021_44WNS_M_R': 371, 'SIBERIA_2024_GWL_FCS30D_2022_44WNS_M_R': 702, 'SIBERIA_2024_WorldCover_2021_44WNS_M_R': 669}",44WNS,
221,467,756,847,830,693,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R': 693, 'SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R': 756, 'SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R': 467, 'SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R': 847, 'SIBERIA_2024_WorldCover_2021_45WWN_M_R': 830}",45WWN,
222,428,676,756,729,643,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VWL_M_R': 643, 'SIBERIA_2024_GLC_FCS30D_2022_45VWL_M_R': 676, 'SIBERIA_2024_GSW_Yearly_2021_45VWL_M_R': 428, 'SIBERIA_2024_GWL_FCS30D_2022_45VWL_M_R': 756, 'SIBERIA_2024_WorldCover_2021_45VWL_M_R': 729}",45VWL,
223,648,955,937,1052,874,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R': 874, 'SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R': 955, 'SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R': 648, 'SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R': 937, 'SIBERIA_2024_WorldCover_2021_44WNC_M_R': 1052}",44WNC,
224,422,661,742,719,606,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWM_M_R': 606, 'SIBERIA_2024_GLC_FCS30D_2022_45WWM_M_R': 661, 'SIBERIA_2024_GSW_Yearly_2021_45WWM_M_R': 422, 'SIBERIA_2024_GWL_FCS30D_2022_45WWM_M_R': 742, 'SIBERIA_2024_WorldCover_2021_45WWM_M_R': 719}",45WWM,
225,486,720,777,765,623,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWU_M_R': 623, 'SIBERIA_2024_GLC_FCS30D_2022_45WWU_M_R': 720, 'SIBERIA_2024_GSW_Yearly_2021_45WWU_M_R': 486, 'SIBERIA_2024_GWL_FCS30D_2022_45WWU_M_R': 777, 'SIBERIA_2024_WorldCover_2021_45WWU_M_R': 765}",45WWU,
226,0,1,0,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43XEC_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43XEC_M_R': 1, 'SIBERIA_2024_GSW_Yearly_2021_43XEC_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_43XEC_M_R': 0, 'SIBERIA_2024_WorldCover_2021_43XEC_M_R': 0}",43XEC,
227,637,917,1024,1024,857,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNA_M_R': 857, 'SIBERIA_2024_GLC_FCS30D_2022_44WNA_M_R': 917, 'SIBERIA_2024_GSW_Yearly_2021_44WNA_M_R': 637, 'SIBERIA_2024_GWL_FCS30D_2022_44WNA_M_R': 1024, 'SIBERIA_2024_WorldCover_2021_44WNA_M_R': 1024}",44WNA,
228,550,828,933,906,759,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWQ_M_R': 759, 'SIBERIA_2024_GLC_FCS30D_2022_45WWQ_M_R': 828, 'SIBERIA_2024_GSW_Yearly_2021_45WWQ_M_R': 550, 'SIBERIA_2024_GWL_FCS30D_2022_45WWQ_M_R': 933, 'SIBERIA_2024_WorldCover_2021_45WWQ_M_R': 906}",45WWQ,
229,597,862,970,970,815,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R': 815, 'SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R': 862, 'SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R': 597, 'SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R': 970, 'SIBERIA_2024_WorldCover_2021_44WNV_M_R': 970}",44WNV,
230,392,642,712,683,555,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R': 555, 'SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R': 642, 'SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R': 392, 'SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R': 712, 'SIBERIA_2024_WorldCover_2021_45VUL_M_R': 683}",45VUL,
231,453,670,719,701,576,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWV_M_R': 576, 'SIBERIA_2024_GLC_FCS30D_2022_45WWV_M_R': 670, 'SIBERIA_2024_GSW_Yearly_2021_45WWV_M_R': 453, 'SIBERIA_2024_GWL_FCS30D_2022_45WWV_M_R': 719, 'SIBERIA_2024_WorldCover_2021_45WWV_M_R': 701}",45WWV,
232,685,1103,1136,1136,856,"{'SIBERIA_2024_ESA_CALU_2024_44XPF_M_R': 554, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R': 856, 'SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R': 1103, 'SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R': 685, 'SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R': 1136, 'SIBERIA_2024_WorldCover_2021_44XPF_M_R': 1136}",44XPF,554.0
233,858,1425,1397,1473,1161,"{'SIBERIA_2024_ESA_CALU_2024_44WPD_M_R': 575, 'SIBERIA_2024_ESRI_Annual_LULC_2024_44WPD_M_R': 1161, 'SIBERIA_2024_GLC_FCS30D_2022_44WPD_M_R': 1425, 'SIBERIA_2024_GSW_Yearly_2021_44WPD_M_R': 858, 'SIBERIA_2024_GWL_FCS30D_2022_44WPD_M_R': 1397, 'SIBERIA_2024_WorldCover_2021_44WPD_M_R': 1473}",44WPD,575.0
234,881,1471,1319,1499,1126,"{'SIBERIA_2024_ESA_CALU_2024_45XVB_M_R': 763, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45XVB_M_R': 1126, 'SIBERIA_2024_GLC_FCS30D_2022_45XVB_M_R': 1471, 'SIBERIA_2024_GSW_Yearly_2021_45XVB_M_R': 881, 'SIBERIA_2024_GWL_FCS30D_2022_45XVB_M_R': 1319, 'SIBERIA_2024_WorldCover_2021_45XVB_M_R': 1499}",45XVB,763.0
235,586,895,1003,979,828,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWR_M_R': 828, 'SIBERIA_2024_GLC_FCS30D_2022_45WWR_M_R': 895, 'SIBERIA_2024_GSW_Yearly_2021_45WWR_M_R': 586, 'SIBERIA_2024_GWL_FCS30D_2022_45WWR_M_R': 1003, 'SIBERIA_2024_WorldCover_2021_45WWR_M_R': 979}",45WWR,
236,504,800,828,828,623,"{'SIBERIA_2024_ESA_CALU_2024_45XVA_M_R': 243, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R': 623, 'SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R': 800, 'SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R': 504, 'SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R': 828, 'SIBERIA_2024_WorldCover_2021_45XVA_M_R': 828}",45XVA,243.0
237,1448,2507,2070,2512,1902,"{'SIBERIA_2024_ESA_CALU_2024_45XVC_M_R': 1905, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R': 1902, 'SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R': 2507, 'SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R': 1448, 'SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R': 2070, 'SIBERIA_2024_WorldCover_2021_45XVC_M_R': 2512}",45XVC,1905.0
238,389,579,618,610,479,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45XWA_M_R': 479, 'SIBERIA_2024_GLC_FCS30D_2022_45XWA_M_R': 579, 'SIBERIA_2024_GSW_Yearly_2021_45XWA_M_R': 389, 'SIBERIA_2024_GWL_FCS30D_2022_45XWA_M_R': 618, 'SIBERIA_2024_WorldCover_2021_45XWA_M_R': 610}",45XWA,
239,1063,1803,1578,1818,1364,"{'SIBERIA_2024_ESA_CALU_2024_45XWC_M_R': 1113, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45XWC_M_R': 1364, 'SIBERIA_2024_GLC_FCS30D_2022_45XWC_M_R': 1803, 'SIBERIA_2024_GSW_Yearly_2021_45XWC_M_R': 1063, 'SIBERIA_2024_GWL_FCS30D_2022_45XWC_M_R': 1578, 'SIBERIA_2024_WorldCover_2021_45XWC_M_R': 1818}",45XWC,1113.0
240,572,930,934,950,742,"{'SIBERIA_2024_ESA_CALU_2024_45XWB_M_R': 311, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R': 742, 'SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R': 930, 'SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R': 572, 'SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R': 934, 'SIBERIA_2024_WorldCover_2021_45XWB_M_R': 950}",45XWB,311.0
241,714,1048,1143,1167,980,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WWT_M_R': 980, 'SIBERIA_2024_GLC_FCS30D_2022_45WWT_M_R': 1048, 'SIBERIA_2024_GSW_Yearly_2021_45WWT_M_R': 714, 'SIBERIA_2024_GWL_FCS30D_2022_45WWT_M_R': 1143, 'SIBERIA_2024_WorldCover_2021_45WWT_M_R': 1167}",45WWT,
242,0,1,0,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43XDC_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_43XDC_M_R': 1, 'SIBERIA_2024_GSW_Yearly_2021_43XDC_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_43XDC_M_R': 0, 'SIBERIA_2024_WorldCover_2021_43XDC_M_R': 0}",43XDC,
243,119,161,181,181,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVS_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_45WVS_M_R': 161, 'SIBERIA_2024_GSW_Yearly_2021_45WVS_M_R': 119, 'SIBERIA_2024_GWL_FCS30D_2022_45WVS_M_R': 181, 'SIBERIA_2024_WorldCover_2021_45WVS_M_R': 181}",45WVS,
244,108,173,142,172,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44XMG_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44XMG_M_R': 173, 'SIBERIA_2024_GSW_Yearly_2021_44XMG_M_R': 108, 'SIBERIA_2024_GWL_FCS30D_2022_44XMG_M_R': 142, 'SIBERIA_2024_WorldCover_2021_44XMG_M_R': 172}",44XMG,
245,221,341,354,354,0,"{'SIBERIA_2024_ESA_CALU_2024_45WVV_M_R': 201, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVV_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R': 341, 'SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R': 221, 'SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R': 354, 'SIBERIA_2024_WorldCover_2021_45WVV_M_R': 354}",45WVV,201.0
246,131,178,183,198,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVT_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_45WVT_M_R': 178, 'SIBERIA_2024_GSW_Yearly_2021_45WVT_M_R': 131, 'SIBERIA_2024_GWL_FCS30D_2022_45WVT_M_R': 183, 'SIBERIA_2024_WorldCover_2021_45WVT_M_R': 198}",45WVT,
247,17,26,21,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44XMH_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_44XMH_M_R': 26, 'SIBERIA_2024_GSW_Yearly_2021_44XMH_M_R': 17, 'SIBERIA_2024_GWL_FCS30D_2022_44XMH_M_R': 21, 'SIBERIA_2024_WorldCover_2021_44XMH_M_R': 0}",44XMH,
248,111,151,169,169,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVR_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_45WVR_M_R': 151, 'SIBERIA_2024_GSW_Yearly_2021_45WVR_M_R': 111, 'SIBERIA_2024_GWL_FCS30D_2022_45WVR_M_R': 169, 'SIBERIA_2024_WorldCover_2021_45WVR_M_R': 169}",45WVR,
249,105,143,158,158,0,"{'SIBERIA_2024_ESA_CALU_2024_45WVU_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_45WVU_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_45WVU_M_R': 143, 'SIBERIA_2024_GSW_Yearly_2021_45WVU_M_R': 105, 'SIBERIA_2024_GWL_FCS30D_2022_45WVU_M_R': 158, 'SIBERIA_2024_WorldCover_2021_45WVU_M_R': 158}",45WVU,0.0
