,0
Water,567
Wetland,358
Forest,312
Bareland,196
Grassland,169
Non_Wetland,121
Permanent_ice_and_snow,94
Lichens_and_Mosses,81
Shrubland,62
Built-up,57
Non_Water,43
Cropland,28
