Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Shrubland,54,63,48,35,36,19,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Grassland,0,3,3,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Wetland,113,0,103,87,99,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Bareland,59,65,65,0,53,3,2,1,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Built-up,3,9,8,5,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Water,92,86,89,71,0,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Forest,35,61,12,16,20,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWD_M_R,Permanent_ice_and_snow,11,15,13,10,10,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Shrubland,0,0,0,0,0,0,0,0,119,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Grassland,0,0,0,0,0,0,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,26,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Bareland,0,22,0,0,10,0,0,0,138,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Built-up,0,0,0,0,0,0,0,0,10,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Forest,0,1,0,0,0,0,0,0,93,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Wetland,0,0,0,0,21,0,0,0,337,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Water,0,39,0,0,0,0,0,0,104,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,16,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Shrubland,0,0,0,0,57,0,0,0,0,17,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Grassland,0,0,0,0,15,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Wetland,0,0,0,0,174,0,0,0,0,49,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Lichens_and_Mosses,0,0,0,0,17,0,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Bareland,0,0,0,0,100,0,0,0,0,33,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Built-up,0,0,0,0,5,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Water,0,0,0,0,0,0,0,0,0,111,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Forest,0,0,0,0,23,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,Permanent_ice_and_snow,0,0,0,0,15,0,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Water,38,39,82,69,0,1,41,0,0,0,43
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Wetland,54,0,75,73,21,10,59,0,0,0,61
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Bareland,32,22,72,0,10,0,66,0,0,0,32
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Built-up,0,0,3,4,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Permanent_ice_and_snow,10,0,14,13,0,0,12,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Forest,28,1,32,43,0,0,6,0,0,0,38
SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,Shrubland,33,0,53,50,0,7,32,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Water,0,101,0,25,0,2,0,82,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Grassland,0,12,0,1,7,5,0,12,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Lichens_and_Mosses,0,12,0,3,9,7,3,12,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Bareland,0,69,0,0,52,14,11,58,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Wetland,0,0,0,19,76,21,2,101,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Shrubland,0,59,0,2,34,27,5,48,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Permanent_ice_and_snow,0,1,0,0,2,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,Forest,0,35,0,0,14,0,0,13,0,0,0
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Grassland,0,9,0,10,0,7,0,0,0,0,11
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Wetland,0,0,0,64,15,36,0,3,0,0,78
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Lichens_and_Mosses,0,11,0,13,2,1,0,1,0,0,12
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Water,0,81,0,90,0,45,0,19,0,0,95
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Bareland,0,9,0,0,1,5,0,1,0,0,14
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Built-up,0,1,0,3,0,0,0,0,0,0,4
SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,Forest,0,0,0,0,0,0,0,0,0,0,4
