Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Shrubland,18,22,14,14,16,11,7,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Grassland,0,3,2,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Wetland,31,0,27,31,33,10,16,5,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Lichens_and_Mosses,3,3,0,3,2,1,1,1,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Bareland,19,20,16,0,15,9,12,3,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Built-up,3,3,3,3,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Water,28,34,22,27,0,5,2,3,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Forest,13,21,2,8,9,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVD_M_R,Permanent_ice_and_snow,2,0,2,4,5,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Shrubland,0,0,0,0,0,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Bareland,0,3,0,0,2,0,0,0,22,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Built-up,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Forest,0,1,0,0,0,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Wetland,0,0,0,0,2,0,0,0,79,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R,Water,0,6,0,0,0,0,0,0,18,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Shrubland,0,0,0,0,26,0,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Grassland,0,0,0,0,7,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Wetland,0,0,0,0,64,0,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Lichens_and_Mosses,0,0,0,0,7,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Bareland,0,0,0,0,36,0,0,0,0,10,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Built-up,0,0,0,0,8,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Water,0,0,0,0,0,0,0,0,0,38,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Forest,0,0,0,0,13,0,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,Water,10,13,18,16,0,3,13,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,Shrubland,14,1,16,16,1,8,14,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,Wetland,13,0,14,16,4,6,15,0,0,0,15
SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,Bareland,13,13,15,0,7,3,19,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,Permanent_ice_and_snow,0,0,5,4,0,0,4,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R,Forest,9,1,12,9,0,0,4,0,0,0,13
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Grassland,0,3,0,3,1,3,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Water,0,24,0,26,0,15,0,11,0,0,26
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Wetland,0,0,0,21,7,11,0,4,0,0,21
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Lichens_and_Mosses,0,3,0,3,1,0,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Bareland,0,3,0,0,2,3,0,1,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Built-up,0,3,0,3,0,0,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVD_M_R,Forest,0,0,0,0,0,0,0,0,0,0,1
