Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Shrubland,20,26,14,16,4,17,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Grassland,0,3,3,2,1,2,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Wetland,33,0,27,32,5,36,8,14,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Lichens_and_Mosses,3,3,0,3,2,2,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Bareland,20,26,20,0,8,19,3,9,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Built-up,3,3,3,3,0,2,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Water,27,34,19,24,1,0,10,6,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Forest,13,24,8,8,1,15,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVB_M_R,Permanent_ice_and_snow,0,0,0,3,0,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Shrubland,0,0,0,0,0,0,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Grassland,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Bareland,0,3,0,0,0,2,0,0,27,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Built-up,0,0,0,0,0,0,0,0,4,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Forest,0,1,0,0,0,1,0,0,23,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Wetland,0,0,0,0,0,2,0,0,85,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,Water,0,6,0,0,0,0,0,0,18,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Shrubland,0,0,0,0,0,25,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Grassland,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Wetland,0,0,0,0,0,64,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Lichens_and_Mosses,0,0,0,0,0,8,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Bareland,0,0,0,0,0,40,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Built-up,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Water,0,0,0,0,0,0,0,0,0,42,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Forest,0,0,0,0,0,17,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,Water,3,12,13,13,4,0,11,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,Shrubland,8,1,13,14,7,2,14,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,Wetland,7,0,15,15,10,6,14,0,0,0,14
SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,Bareland,8,11,13,0,14,6,15,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,Permanent_ice_and_snow,0,3,0,1,0,1,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,Forest,7,1,8,9,2,3,0,0,0,0,10
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Water,0,28,0,27,0,0,15,8,0,0,30
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Grassland,0,2,0,2,0,0,1,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Wetland,0,0,0,19,0,6,14,3,0,0,24
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Lichens_and_Mosses,0,3,0,3,0,2,1,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Bareland,0,3,0,0,0,1,1,2,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Forest,0,1,0,2,0,0,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,Built-up,0,1,0,3,0,0,0,0,0,0,0
