Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Shrubland,3,3,1,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Grassland,0,3,2,2,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Cropland,3,6,1,0,1,0,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Wetland,36,0,24,27,11,28,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Lichens_and_Mosses,3,3,0,3,0,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Bareland,13,12,9,0,3,8,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Built-up,9,12,6,9,0,4,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Water,34,37,24,23,3,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Forest,19,22,14,10,6,10,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFM_M_R,Permanent_ice_and_snow,7,8,2,5,2,2,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Bareland,0,3,0,0,0,2,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Built-up,0,1,0,0,0,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Forest,0,3,0,0,0,2,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Cropland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Wetland,0,0,0,0,0,2,0,108,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Water,0,7,0,0,0,0,0,26,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Grassland,0,0,0,0,0,6,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Wetland,0,0,0,0,0,58,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Lichens_and_Mosses,0,0,0,0,0,7,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Bareland,0,0,0,0,0,28,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Built-up,0,0,0,0,0,14,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Water,0,0,0,0,0,0,0,0,45,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Forest,0,0,0,0,0,32,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R,Permanent_ice_and_snow,0,0,0,0,0,7,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Water,12,7,18,22,13,0,17,0,0,16,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Cropland,2,0,0,7,1,0,3,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Wetland,13,0,14,18,16,2,17,0,0,17,2,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Bareland,5,3,6,0,10,2,10,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Built-up,5,1,1,16,0,0,6,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Permanent_ice_and_snow,2,0,0,13,6,0,7,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R,Forest,11,3,11,17,7,2,0,0,0,15,1,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Grassland,0,3,0,2,2,2,3,0,0,0,1,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Wetland,0,0,0,15,9,11,16,0,0,0,6,9
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Bareland,0,3,0,0,3,2,3,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Water,0,24,0,18,11,0,17,0,0,0,3,7
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Forest,0,3,0,2,1,2,0,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Lichens_and_Mosses,0,2,0,2,1,2,2,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R,Built-up,0,3,0,1,0,1,1,0,0,0,0,1
