Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Shrubland,2,1,3,2,1,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Grassland,0,0,3,1,0,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Cropland,4,0,6,4,1,3,3,10,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Wetland,35,1,0,16,21,14,28,36,2,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Lichens_and_Mosses,3,0,3,0,0,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Bareland,7,0,7,6,0,6,8,10,2,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Built-up,14,1,10,7,10,0,7,15,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Water,27,0,28,11,17,5,0,35,1,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Forest,15,0,17,7,4,8,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLQ_M_R,Permanent_ice_and_snow,8,0,9,5,4,4,8,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Cropland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Bareland,0,0,2,0,0,0,1,0,0,10,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Built-up,0,0,2,0,0,0,1,0,0,13,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Forest,0,0,3,0,0,0,2,0,0,20,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Wetland,0,0,0,0,0,0,2,0,0,107,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Water,0,0,8,0,0,0,0,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,9,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Grassland,0,0,0,0,0,0,4,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Wetland,0,0,0,0,0,0,58,0,0,0,10,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,4,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Bareland,0,0,0,0,0,0,18,0,0,0,3,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Built-up,0,0,0,0,0,0,20,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Water,0,0,0,0,0,0,0,0,0,0,32,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Forest,0,0,0,0,0,0,26,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,9,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Water,1,0,8,2,21,12,0,15,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Cropland,2,0,0,2,11,4,0,5,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Wetland,11,1,0,9,22,18,2,16,0,0,0,19
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Bareland,2,0,2,1,0,8,1,7,0,0,0,3
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Built-up,2,0,2,1,18,0,1,12,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Permanent_ice_and_snow,3,0,0,3,17,8,0,9,0,0,0,9
SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,Forest,7,3,3,4,18,6,2,0,0,0,0,11
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Grassland,0,1,3,0,1,1,0,3,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Wetland,0,10,0,0,6,9,11,16,19,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Bareland,0,1,3,0,0,3,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Water,0,5,29,0,9,13,0,11,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Forest,0,2,3,0,2,2,2,0,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Lichens_and_Mosses,0,0,3,0,0,0,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,Built-up,0,0,3,0,1,0,1,2,1,0,0,0
