Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Grassland,0,3,1,1,1,1,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Wetland,39,0,33,25,20,32,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Lichens_and_Mosses,3,3,0,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Bareland,15,13,11,0,11,13,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Built-up,18,17,11,12,0,11,17,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Water,40,33,29,28,14,0,37,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Forest,19,22,17,10,7,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Cropland,5,6,4,0,0,0,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPP_M_R,Permanent_ice_and_snow,17,18,13,13,8,11,16,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Bareland,0,3,0,0,0,2,0,0,16,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Built-up,0,3,0,0,0,2,0,0,20,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Forest,0,3,0,0,0,2,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Cropland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Wetland,0,0,0,0,0,2,0,0,108,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Water,0,9,0,0,0,0,0,0,27,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Shrubland,0,0,0,0,0,4,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Grassland,0,0,0,0,0,4,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Wetland,0,0,0,0,0,61,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Lichens_and_Mosses,0,0,0,0,0,9,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Bareland,0,0,0,0,0,26,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Built-up,0,0,0,0,0,29,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Water,0,0,0,0,0,0,0,0,0,55,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Forest,0,0,0,0,0,35,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPP_M_R,Permanent_ice_and_snow,0,0,0,0,0,25,0,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Water,13,9,21,23,18,0,20,0,0,0,24,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Cropland,2,0,3,4,0,0,3,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Wetland,12,0,14,18,13,2,16,0,0,0,19,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Bareland,4,3,12,0,15,2,9,0,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Built-up,7,3,16,16,0,2,11,0,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Permanent_ice_and_snow,7,0,14,17,14,0,14,0,0,0,18,0
SIBERIA_2024_GLC_FCS30D_2022_41WPP_M_R,Forest,8,3,15,16,8,2,0,0,0,0,17,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Grassland,0,3,0,1,2,2,3,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Wetland,0,0,0,14,17,12,17,20,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Lichens_and_Mosses,0,3,0,2,1,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Water,0,25,0,12,17,0,16,22,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Forest,0,3,0,2,3,2,0,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Bareland,0,3,0,0,3,2,3,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPP_M_R,Built-up,0,3,0,3,0,2,1,3,0,0,0,0
