Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Shrubland,3,1,3,2,2,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Grassland,0,1,3,1,3,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Cropland,12,0,9,5,8,4,2,10,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Wetland,42,22,0,15,33,12,28,37,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Lichens_and_Mosses,3,1,3,0,1,1,1,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Bareland,13,6,7,5,0,8,6,12,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Built-up,24,8,18,9,18,0,11,18,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Water,42,7,38,6,40,11,0,39,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Forest,24,9,23,7,16,10,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWM_M_R,Permanent_ice_and_snow,14,0,8,0,10,3,3,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Cropland,0,0,0,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Bareland,0,0,3,0,0,0,2,0,10,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Built-up,0,0,3,0,0,0,1,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Forest,0,0,3,0,0,0,2,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Wetland,0,0,0,0,0,0,2,0,129,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Water,0,0,10,0,0,0,0,0,31,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Grassland,0,0,0,0,0,0,7,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Cropland,0,0,0,0,0,0,6,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Wetland,0,0,0,0,0,0,54,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Bareland,0,0,0,0,0,0,19,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Built-up,0,0,0,0,0,0,31,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Water,0,0,0,0,0,0,0,0,0,56,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Forest,0,0,0,0,0,0,35,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,8,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Water,15,23,10,17,22,21,0,25,0,0,17,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Cropland,2,0,0,2,8,7,0,8,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Wetland,9,18,0,15,19,18,2,18,0,0,17,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Bareland,6,7,3,3,0,8,2,9,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Built-up,9,16,3,12,16,0,1,10,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Permanent_ice_and_snow,1,11,0,4,11,9,0,7,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,Forest,8,17,3,10,19,14,2,0,0,0,15,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWM_M_R,Grassland,0,1,3,0,2,3,2,2,0,0,0,1
