Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Shrubland,3,3,2,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Grassland,0,3,2,2,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Cropland,8,8,4,0,1,1,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Wetland,36,0,26,18,4,29,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Lichens_and_Mosses,2,3,0,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Bareland,12,10,4,0,2,9,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Built-up,10,6,3,10,0,3,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Water,32,36,20,18,0,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Forest,19,21,9,10,7,12,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMT_M_R,Permanent_ice_and_snow,12,12,3,6,1,7,11,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Cropland,0,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Bareland,0,2,0,0,0,1,0,13,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Built-up,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Forest,0,3,0,0,0,2,0,24,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Wetland,0,0,0,0,0,2,0,100,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Water,0,7,0,0,0,0,0,26,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,12,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Grassland,0,0,0,0,0,6,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Wetland,0,0,0,0,0,50,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Lichens_and_Mosses,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Bareland,0,0,0,0,0,20,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Built-up,0,0,0,0,0,9,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Water,0,0,0,0,0,0,0,0,43,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Forest,0,0,0,0,0,29,0,0,7,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMT_M_R,Permanent_ice_and_snow,0,0,0,0,0,9,0,0,3,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Water,15,7,11,20,10,0,18,0,0,20,1,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Cropland,3,0,2,5,0,0,6,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Wetland,13,0,9,16,11,2,15,0,0,16,5,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Bareland,3,2,2,0,4,1,5,0,0,9,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Built-up,4,0,4,10,0,0,2,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Permanent_ice_and_snow,3,0,3,13,3,0,10,0,0,13,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMT_M_R,Forest,10,3,7,16,9,2,0,0,0,14,4,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Grassland,0,3,0,1,1,1,3,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Wetland,0,0,0,13,4,11,12,0,0,0,8,15
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Water,0,22,0,16,0,0,13,0,0,0,2,17
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Forest,0,3,0,2,1,2,0,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Lichens_and_Mosses,0,2,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Bareland,0,3,0,0,3,2,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMT_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
