Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Shrubland,30,24,24,3,19,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Grassland,0,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Wetland,75,0,69,21,67,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Lichens_and_Mosses,3,3,0,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Bareland,35,24,44,0,34,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Built-up,4,2,4,1,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Water,48,36,49,23,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Forest,13,17,8,1,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XPF_M_R,Permanent_ice_and_snow,13,9,16,4,8,4,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Shrubland,0,0,0,0,0,0,43,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Grassland,0,0,0,0,0,0,12,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Lichens_and_Mosses,0,0,0,0,0,0,18,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Bareland,0,6,0,0,1,0,50,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Forest,0,0,0,0,0,0,17,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Wetland,0,0,0,0,7,0,204,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Water,0,17,0,0,0,0,53,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,9,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Shrubland,0,0,0,0,23,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Grassland,0,0,0,0,9,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Wetland,0,0,0,0,107,0,0,18,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Lichens_and_Mosses,0,0,0,0,14,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Bareland,0,0,0,0,51,0,0,12,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Water,0,0,0,0,0,0,0,52,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Forest,0,0,0,0,14,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,Permanent_ice_and_snow,0,0,0,0,11,0,0,3,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Water,17,17,42,25,0,14,0,0,42,20,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Wetland,20,0,45,43,7,13,0,0,57,15,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Bareland,5,6,26,0,1,0,0,0,42,11,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Permanent_ice_and_snow,7,0,7,12,0,4,0,0,14,7,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Forest,3,0,5,7,0,0,0,0,14,0,0
SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,Shrubland,7,0,15,24,0,0,0,0,0,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,Water,0,44,0,8,0,3,0,0,0,0,29
SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,Grassland,0,6,0,0,3,3,0,0,0,0,6
SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,Lichens_and_Mosses,0,8,0,3,8,3,0,0,0,1,11
SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,Bareland,0,29,0,0,19,0,0,0,0,0,21
SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,Wetland,0,0,0,8,42,6,0,0,0,0,30
SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,Shrubland,0,22,0,0,14,0,0,0,0,0,15
SIBERIA_2024_ESA_CALU_2024_44XPF_M_R,Grassland,0,3,0,3,0,1,0,0,6,0,0
SIBERIA_2024_ESA_CALU_2024_44XPF_M_R,Wetland,0,0,0,28,0,1,0,0,30,0,0
SIBERIA_2024_ESA_CALU_2024_44XPF_M_R,Lichens_and_Mosses,0,7,0,11,0,0,0,0,10,0,0
SIBERIA_2024_ESA_CALU_2024_44XPF_M_R,Water,0,39,0,44,0,0,0,0,33,0,0
