,0
Water,841
Wetland,600
Forest,453
Bareland,398
Built-up,296
Grassland,252
Non_Wetland,233
Lichens_and_Mosses,203
Permanent_ice_and_snow,118
Non_Water,98
Shrubland,97
Cropland,40
