Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Shrubland,3,3,1,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Grassland,0,3,1,0,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Cropland,6,5,4,1,3,2,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Wetland,34,0,14,21,14,28,35,1,3,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Lichens_and_Mosses,3,3,0,2,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Bareland,10,6,7,0,4,9,12,0,2,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Built-up,10,9,7,9,0,7,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Water,29,29,9,15,3,0,30,0,1,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Forest,16,17,8,5,9,9,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFK_M_R,Permanent_ice_and_snow,9,10,6,4,5,5,10,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Cropland,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Bareland,0,2,0,0,0,0,0,0,0,9,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Built-up,0,1,0,0,0,0,0,0,0,12,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Forest,0,3,0,0,0,2,0,0,0,20,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Wetland,0,0,0,0,0,2,0,0,0,109,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Water,0,7,0,0,0,0,0,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,10,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Grassland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Wetland,0,0,0,0,0,55,0,0,0,0,10,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Lichens_and_Mosses,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Bareland,0,0,0,0,0,17,0,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Built-up,0,0,0,0,0,16,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Water,0,0,0,0,0,0,0,0,0,0,32,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Forest,0,0,0,0,0,25,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R,Permanent_ice_and_snow,0,0,0,0,0,7,0,0,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Water,2,7,3,21,12,0,14,0,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Cropland,2,0,1,12,3,0,5,0,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Wetland,10,0,10,22,17,2,19,2,0,0,0,18
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Bareland,2,2,2,0,9,0,7,0,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Built-up,3,1,1,17,0,0,8,0,0,0,0,9
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Permanent_ice_and_snow,4,0,2,17,7,0,10,0,0,0,0,8
SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R,Forest,8,3,4,18,8,2,0,4,0,0,0,10
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Grassland,0,3,0,2,1,0,2,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Wetland,0,0,0,7,7,8,13,11,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Bareland,0,3,0,0,3,2,3,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Built-up,0,3,0,2,0,1,2,1,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Water,0,27,0,11,8,0,11,4,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Forest,0,3,0,2,2,2,0,2,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R,Lichens_and_Mosses,0,3,0,0,1,0,1,0,0,0,0,0
