Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Grassland,0,3,2,1,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Cropland,6,7,3,1,0,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Wetland,41,0,31,25,31,34,11,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Lichens_and_Mosses,2,3,0,2,2,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Bareland,16,12,13,0,11,10,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Built-up,16,16,12,11,10,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Water,39,39,29,27,0,35,4,5,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Forest,23,23,18,14,14,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDM_M_R,Permanent_ice_and_snow,10,9,9,9,6,11,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Cropland,0,0,0,0,0,0,0,0,7,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Bareland,0,3,0,0,2,0,0,0,15,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Built-up,0,0,0,0,0,0,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Forest,0,3,0,0,2,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Wetland,0,0,0,0,2,0,0,0,114,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Water,0,7,0,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,9,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Shrubland,0,0,0,0,5,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Grassland,0,0,0,0,4,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Wetland,0,0,0,0,55,0,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Lichens_and_Mosses,0,0,0,0,6,0,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Bareland,0,0,0,0,27,0,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Built-up,0,0,0,0,22,0,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Water,0,0,0,0,0,0,0,0,0,61,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Forest,0,0,0,0,34,0,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,Permanent_ice_and_snow,0,0,0,0,8,0,0,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Water,9,7,13,22,0,20,21,0,0,0,24,2
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Cropland,1,0,1,5,0,2,2,0,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Wetland,10,0,13,19,2,15,17,0,0,0,20,6
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Bareland,0,3,2,0,2,10,14,0,0,0,16,1
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Built-up,4,0,6,17,0,10,0,0,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Permanent_ice_and_snow,2,0,4,16,0,12,10,0,0,0,12,0
SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,Forest,7,3,11,17,2,0,11,0,0,0,17,6
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Wetland,0,0,0,14,11,16,8,16,0,0,0,5
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Bareland,0,3,0,0,2,3,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Water,0,26,0,18,0,17,13,17,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Forest,0,3,0,3,2,0,2,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Grassland,0,3,0,0,2,3,2,2,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Lichens_and_Mosses,0,3,0,1,1,3,1,2,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,Built-up,0,3,0,1,0,3,0,3,0,0,0,0
