Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Water,Bareland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Built-up,Forest
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Shrubland,3,3,1,2,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Grassland,0,3,1,1,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Wetland,32,0,33,56,25,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Lichens_and_Mosses,3,3,0,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Bareland,15,36,22,36,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Built-up,1,3,3,2,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Water,23,50,34,0,37,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Forest,4,19,0,7,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42XWG_M_R,Permanent_ice_and_snow,11,14,10,8,5,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Grassland,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,9,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Bareland,0,17,0,12,0,0,49,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Forest,0,0,0,0,0,0,19,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Wetland,0,0,0,10,0,0,88,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Water,0,19,0,0,0,0,29,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,13,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Shrubland,0,0,0,2,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Grassland,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Wetland,0,0,0,74,0,0,0,17,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Lichens_and_Mosses,0,0,0,7,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Bareland,0,0,0,44,0,0,0,20,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Built-up,0,0,0,3,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Water,0,0,0,0,0,0,0,54,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Forest,0,0,0,6,0,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,Permanent_ice_and_snow,0,0,0,14,0,0,0,4,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,Water,5,32,26,0,23,0,0,0,11,14,4
SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,Wetland,8,0,26,12,20,0,0,0,12,14,7
SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,Bareland,2,24,33,12,0,0,0,0,5,13,0
SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,Permanent_ice_and_snow,2,6,11,2,11,0,0,0,7,8,1
SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,Forest,3,0,6,0,5,0,0,0,6,2,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,Water,0,32,0,0,35,29,0,0,0,0,9
SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,Grassland,0,3,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,Lichens_and_Mosses,0,5,0,2,3,3,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,Bareland,0,16,0,11,0,5,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,Wetland,0,0,0,17,25,24,0,0,0,0,6
SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,Water,0,29,0,0,41,0,0,0,1,0,0
SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,Grassland,0,1,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,Lichens_and_Mosses,0,1,0,0,4,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,Bareland,0,4,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,Wetland,0,0,0,0,35,0,0,0,0,0,0
