Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Shrubland,3,3,3,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Grassland,0,3,2,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Wetland,42,0,28,19,10,32,37,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Lichens_and_Mosses,3,3,0,2,2,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Bareland,12,5,6,0,5,5,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Built-up,11,6,8,4,0,4,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Water,39,35,25,19,8,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Forest,21,21,15,6,8,14,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Cropland,5,6,0,0,0,0,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVU_M_R,Permanent_ice_and_snow,15,16,12,5,6,12,15,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Bareland,0,2,0,0,0,1,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Built-up,0,2,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Forest,0,3,0,0,0,2,0,24,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Cropland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Wetland,0,0,0,0,0,2,0,100,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Water,0,8,0,0,0,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,16,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Grassland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Wetland,0,0,0,0,0,63,0,0,13,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Lichens_and_Mosses,0,0,0,0,0,7,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Bareland,0,0,0,0,0,17,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Built-up,0,0,0,0,0,12,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Water,0,0,0,0,0,0,0,0,42,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Forest,0,0,0,0,0,32,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,Permanent_ice_and_snow,0,0,0,0,0,14,0,0,5,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Water,14,22,20,22,8,0,21,0,0,21,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Cropland,1,0,3,3,0,0,2,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Wetland,12,0,14,17,8,7,16,0,0,18,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Bareland,0,2,4,0,3,1,2,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Built-up,5,2,6,10,0,0,6,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Permanent_ice_and_snow,6,5,9,15,6,0,13,0,0,15,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,Forest,9,8,13,16,7,2,0,0,0,15,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Grassland,0,3,0,0,1,1,3,0,0,0,1,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Wetland,0,0,0,12,6,12,14,0,0,0,5,20
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Water,0,26,0,8,1,0,17,0,0,0,1,18
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Forest,0,3,0,3,1,2,0,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Lichens_and_Mosses,0,3,0,0,2,1,1,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Bareland,0,3,0,0,3,2,3,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,Built-up,0,2,0,1,0,1,1,0,0,0,0,2
