Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Shrubland,3,3,2,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Grassland,0,1,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Cropland,7,5,1,1,1,1,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Wetland,31,0,7,4,1,23,31,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Lichens_and_Mosses,3,2,0,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Bareland,11,4,5,0,4,6,11,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Built-up,10,1,1,8,0,0,13,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Water,30,25,5,5,0,0,29,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Forest,22,18,5,5,7,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVS_M_R,Permanent_ice_and_snow,10,5,5,1,3,4,7,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Grassland,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Cropland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Bareland,0,2,0,0,0,1,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Built-up,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Forest,0,3,0,0,0,2,0,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Wetland,0,0,0,0,0,2,0,0,71,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Water,0,8,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Grassland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Wetland,0,0,0,0,0,35,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Bareland,0,0,0,0,0,16,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Built-up,0,0,0,0,0,7,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Water,0,0,0,0,0,0,0,0,0,24,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Forest,0,0,0,0,0,25,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,Permanent_ice_and_snow,0,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Water,4,8,11,18,3,0,13,0,0,0,13,7
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Cropland,0,0,0,3,0,0,3,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Wetland,3,0,8,14,2,2,13,0,0,0,12,7
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Bareland,0,2,1,0,3,1,7,0,0,0,1,3
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Built-up,2,0,5,9,0,0,3,0,0,0,3,1
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Permanent_ice_and_snow,1,0,3,12,3,0,6,0,0,0,4,3
SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,Forest,5,3,9,14,3,2,0,0,0,0,14,11
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Wetland,0,0,0,6,2,8,11,13,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Bareland,0,2,0,0,2,2,2,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Forest,0,3,0,2,1,2,0,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Water,0,19,0,8,0,0,16,9,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Grassland,0,1,0,0,1,1,2,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Lichens_and_Mosses,0,2,0,1,0,1,1,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,Built-up,0,0,0,1,0,0,1,1,0,0,0,0
