,0
Water,557
Wetland,450
Forest,341
Cropland,214
Built-up,205
Non_Wetland,170
Grassland,154
Bareland,152
Non_Water,73
Shrubland,69
Lichens_and_Mosses,32
Permanent_ice_and_snow,22
