Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Shrubland,3,3,1,1,1,2,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Grassland,0,3,0,1,1,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Cropland,11,11,3,3,4,2,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Wetland,42,0,7,18,17,34,35,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Lichens_and_Mosses,3,3,0,1,1,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Bareland,12,5,7,0,6,6,10,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Built-up,18,16,5,10,0,14,19,6,2,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Water,36,37,10,22,16,0,36,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Forest,20,19,7,8,8,14,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPK_M_R,Permanent_ice_and_snow,13,6,3,3,8,4,9,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Cropland,0,0,0,0,0,0,0,0,0,11,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Bareland,0,3,0,0,0,0,0,0,0,7,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Built-up,0,3,0,0,0,2,0,0,0,18,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Forest,0,3,0,0,0,2,0,0,0,22,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Wetland,0,0,0,0,0,2,0,0,0,105,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Water,0,10,0,0,0,0,0,0,0,31,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Grassland,0,0,0,0,0,5,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Wetland,0,0,0,0,0,56,0,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Lichens_and_Mosses,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Bareland,0,0,0,0,0,11,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Built-up,0,0,0,0,0,22,0,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Water,0,0,0,0,0,0,0,0,0,0,54,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Forest,0,0,0,0,0,20,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,Permanent_ice_and_snow,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Water,9,10,18,24,19,0,21,17,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Cropland,1,0,3,9,5,0,7,0,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Wetland,10,0,12,17,13,2,14,14,0,0,0,14
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Bareland,3,3,3,0,8,0,4,6,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Built-up,4,3,13,16,0,2,11,7,0,0,0,9
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Permanent_ice_and_snow,2,0,4,12,10,0,7,3,0,0,0,7
SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,Forest,7,3,10,15,9,2,0,12,0,0,0,13
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Grassland,0,3,0,1,3,2,3,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Wetland,0,0,0,7,14,13,15,9,13,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Built-up,0,2,0,3,0,2,2,1,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Water,0,20,0,4,16,0,17,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Forest,0,3,0,1,3,2,0,2,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Lichens_and_Mosses,0,2,0,0,1,0,1,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Bareland,0,2,0,0,3,2,2,0,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,Cropland,0,0,0,0,1,0,1,0,0,0,0,0
