Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Shrubland,57,57,43,26,37,27,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Grassland,0,3,3,2,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Wetland,144,0,128,86,127,36,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Lichens_and_Mosses,3,3,0,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Bareland,62,69,83,0,57,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Built-up,10,12,11,11,8,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Water,86,89,93,49,0,15,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Forest,32,47,14,0,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNE_M_R,Permanent_ice_and_snow,17,17,16,11,13,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Shrubland,0,0,0,0,0,0,0,103,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Grassland,0,0,0,0,0,0,0,23,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,22,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Bareland,0,25,0,0,3,0,0,121,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Built-up,0,3,0,0,0,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Forest,0,8,0,0,1,0,0,67,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Wetland,0,0,0,0,18,0,0,339,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Water,0,35,0,0,0,0,0,101,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Shrubland,0,0,0,0,65,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Grassland,0,0,0,0,16,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Wetland,0,0,0,0,236,0,0,0,51,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Lichens_and_Mosses,0,0,0,0,15,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Bareland,0,0,0,0,119,0,0,0,26,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Built-up,0,0,0,0,9,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Water,0,0,0,0,0,0,0,0,92,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Forest,0,0,0,0,26,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,Permanent_ice_and_snow,0,0,0,0,18,0,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Water,44,72,57,40,0,14,38,0,0,65,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Wetland,50,0,62,69,19,25,49,0,0,84,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Bareland,17,69,50,0,6,2,69,0,0,69,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Built-up,3,5,4,5,0,0,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Permanent_ice_and_snow,8,11,11,12,2,5,15,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Forest,18,13,10,30,1,0,6,0,0,41,0
SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,Shrubland,30,10,35,47,0,13,20,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Water,0,80,0,18,0,6,2,0,0,0,64
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Grassland,0,10,0,1,9,4,4,0,0,0,11
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Lichens_and_Mosses,0,9,0,4,8,2,3,0,0,0,12
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Bareland,0,52,0,0,50,13,26,0,0,0,69
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Forest,0,22,0,0,13,0,0,0,0,0,12
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Wetland,0,0,0,21,101,47,48,0,0,0,117
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,Shrubland,0,49,0,0,27,21,9,0,0,0,49
SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,Grassland,0,10,0,11,0,6,0,0,0,13,0
SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,Water,0,89,0,95,0,36,0,0,0,92,1
