Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Shrubland,3,1,3,1,2,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Grassland,0,0,2,0,0,1,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Cropland,9,0,12,2,7,4,2,8,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Wetland,34,7,0,8,15,12,28,33,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Lichens_and_Mosses,2,1,3,0,1,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Bareland,13,2,7,3,0,6,10,9,1,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Built-up,12,4,9,3,11,0,5,13,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Water,30,0,29,1,13,5,0,28,1,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Forest,21,6,22,7,14,10,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPH_M_R,Permanent_ice_and_snow,4,0,3,0,3,0,1,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Grassland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Cropland,0,0,0,0,0,0,0,0,0,12,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,4,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Bareland,0,0,2,0,0,0,0,0,0,10,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Built-up,0,0,1,0,0,0,0,0,0,12,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Forest,0,0,3,0,0,0,2,0,0,25,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Wetland,0,0,0,0,0,0,2,0,0,103,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Water,0,0,8,0,0,0,0,0,0,23,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Cropland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Wetland,0,0,0,0,0,0,43,0,0,0,10,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,3,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Bareland,0,0,0,0,0,0,13,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Built-up,0,0,0,0,0,0,12,0,0,0,3,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Water,0,0,0,0,0,0,0,0,0,0,33,0
SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,Forest,0,0,0,0,0,0,27,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Water,0,5,8,11,18,20,0,16,0,0,0,15
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Cropland,0,0,0,3,9,6,0,6,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Wetland,3,11,0,14,17,18,2,14,0,0,0,15
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Bareland,1,6,2,3,0,10,0,6,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Built-up,3,5,1,6,10,0,0,8,0,0,0,4
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Permanent_ice_and_snow,0,3,0,0,4,3,0,5,0,0,0,1
SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,Forest,5,10,3,14,18,15,2,0,0,0,0,16
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Wetland,0,7,0,0,8,9,9,14,10,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Bareland,0,1,3,0,0,2,2,3,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Built-up,0,1,3,0,2,0,2,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Water,0,1,19,0,6,2,0,15,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Forest,0,2,3,0,1,1,2,0,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Grassland,0,0,1,0,1,1,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,Cropland,0,0,0,0,0,0,0,1,0,0,0,0
