Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Shrubland,3,3,2,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Grassland,0,3,1,1,1,0,2,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Cropland,15,15,6,10,4,2,10,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Wetland,41,0,18,34,19,32,37,14,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Lichens_and_Mosses,3,2,0,3,1,1,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Bareland,18,9,10,0,6,14,17,8,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Built-up,21,12,8,18,0,10,17,5,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Water,40,37,19,34,11,0,39,8,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Forest,24,18,13,19,9,16,0,6,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVP_M_R,Permanent_ice_and_snow,12,6,6,8,6,4,11,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Cropland,0,0,0,0,0,0,0,0,0,15,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,4,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Bareland,0,3,0,0,0,2,0,0,0,12,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Built-up,0,1,0,0,0,0,0,0,0,15,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Forest,0,3,0,0,0,2,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Wetland,0,0,0,0,0,2,0,0,0,123,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Water,0,9,0,0,0,0,0,0,0,32,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVP_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VVP_M_R,Grassland,0,0,0,0,0,4,0,0,0,0,1,0
