Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Grassland,0,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Wetland,32,0,34,28,29,25,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Lichens_and_Mosses,3,3,0,3,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Bareland,6,9,19,0,10,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Built-up,4,5,4,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Water,34,35,35,31,0,27,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Forest,19,24,18,17,9,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFT_M_R,Permanent_ice_and_snow,15,19,17,12,13,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Bareland,0,3,0,0,2,0,12,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Built-up,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Forest,0,2,0,0,1,0,27,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Wetland,0,0,0,0,2,0,105,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Water,0,7,0,0,0,0,27,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,19,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Shrubland,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Grassland,0,0,0,0,8,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Wetland,0,0,0,0,58,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Lichens_and_Mosses,0,0,0,0,9,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Bareland,0,0,0,0,26,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Built-up,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Water,0,0,0,0,0,0,0,51,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Forest,0,0,0,0,39,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFT_M_R,Permanent_ice_and_snow,0,0,0,0,24,0,0,6,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,Water,20,7,20,20,0,20,0,0,23,18,0
SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,Wetland,14,0,14,14,2,14,0,0,17,16,0
SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,Bareland,7,3,6,0,2,3,0,0,7,9,0
SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,Built-up,1,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,Permanent_ice_and_snow,13,0,11,12,0,14,0,0,16,8,0
SIBERIA_2024_GLC_FCS30D_2022_43WFT_M_R,Forest,13,2,9,14,1,0,0,0,14,13,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,Water,0,23,0,13,0,13,0,0,0,0,22
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,Grassland,0,3,0,1,2,3,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,Lichens_and_Mosses,0,3,0,3,2,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,Bareland,0,3,0,0,2,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,Forest,0,3,0,0,2,0,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFT_M_R,Wetland,0,0,0,8,10,12,0,0,0,0,16
