Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Shrubland,3,2,3,3,3,2,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Grassland,0,1,2,1,1,1,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Cropland,10,0,12,2,9,4,1,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Wetland,34,19,0,7,16,9,28,32,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Lichens_and_Mosses,3,2,3,0,1,2,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Bareland,16,7,9,8,0,5,10,13,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Built-up,13,7,10,3,13,0,7,17,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Water,35,11,26,1,10,5,0,32,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Forest,24,4,24,9,12,13,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNH_M_R,Permanent_ice_and_snow,6,0,3,0,4,3,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Grassland,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Cropland,0,0,0,0,0,0,0,0,15,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Bareland,0,0,2,0,0,0,1,0,12,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Built-up,0,0,1,0,0,0,1,0,12,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Forest,0,0,3,0,0,0,2,0,27,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Wetland,0,0,0,0,0,0,2,0,107,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Water,0,0,7,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Shrubland,0,0,0,0,0,0,5,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Grassland,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Cropland,0,0,0,0,0,0,8,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Wetland,0,0,0,0,0,0,46,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,5,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Bareland,0,0,0,0,0,0,21,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Built-up,0,0,0,0,0,0,17,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Water,0,0,0,0,0,0,0,0,0,35,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNH_M_R,Forest,0,0,0,0,0,0,42,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Water,2,6,7,10,17,14,0,21,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Cropland,1,0,0,5,8,6,0,7,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Wetland,3,13,0,9,17,14,2,17,0,0,19,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Bareland,2,10,2,8,0,13,1,6,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Built-up,5,5,1,8,10,0,1,10,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Permanent_ice_and_snow,1,2,0,2,4,4,0,4,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_41VNH_M_R,Forest,5,12,3,16,20,16,2,0,0,0,18,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Grassland,0,1,2,0,1,1,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Wetland,0,5,0,0,11,11,11,15,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Bareland,0,2,3,0,0,2,1,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Built-up,0,1,2,0,3,0,1,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Water,0,1,19,0,11,7,0,16,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Forest,0,1,3,0,3,3,2,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Cropland,0,0,3,0,1,1,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNH_M_R,Lichens_and_Mosses,0,0,1,0,1,0,0,2,0,0,0,0
