Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Bareland,0,0,0,0,0,155,0,0,0,29,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Built-up,0,0,0,0,0,43,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Water,0,0,0,0,0,0,0,0,0,135,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Forest,0,0,0,0,0,107,0,0,0,20,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Cropland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Permanent_ice_and_snow,0,0,0,0,0,25,0,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Water,40,43,39,70,37,0,60,0,0,0,30,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Cropland,3,0,3,10,5,0,8,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Wetland,71,0,55,108,79,28,85,0,0,0,63,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Bareland,55,29,68,0,99,15,67,0,0,0,59,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Built-up,14,3,18,22,0,2,16,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Permanent_ice_and_snow,14,0,14,16,15,0,15,0,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Forest,47,25,17,60,29,10,0,0,0,0,44,0
SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,Shrubland,47,0,25,72,34,0,52,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Grassland,0,12,0,6,8,3,12,10,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Wetland,0,0,0,46,80,81,93,94,0,0,0,20
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Lichens_and_Mosses,0,10,0,4,5,5,8,8,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Bareland,0,84,0,0,60,45,49,63,0,0,0,9
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Water,0,108,0,41,44,0,44,57,0,0,0,8
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Built-up,0,7,0,7,0,1,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Forest,0,56,0,9,17,34,0,25,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,Shrubland,0,65,0,13,31,26,43,49,0,0,0,2
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Grassland,0,11,0,11,0,0,7,0,0,0,16,0
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Water,0,118,0,97,0,0,46,5,0,0,95,0
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Wetland,0,0,0,85,0,17,46,0,0,0,94,0
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Lichens_and_Mosses,0,10,0,13,0,0,1,0,0,0,10,0
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Bareland,0,29,0,0,0,6,4,1,0,0,22,0
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Built-up,0,25,0,30,0,0,0,0,0,0,17,0
SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,Forest,0,37,0,30,0,0,0,0,0,0,45,0
