Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Shrubland,69,73,57,22,6,37,52,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Grassland,0,3,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Wetland,161,0,139,84,31,121,124,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Lichens_and_Mosses,3,3,0,3,0,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Bareland,105,87,97,0,31,68,72,5,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Built-up,24,21,18,17,0,17,24,4,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Water,107,97,88,62,12,0,83,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Forest,65,62,39,31,7,53,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Cropland,11,13,4,2,1,1,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFP_M_R,Permanent_ice_and_snow,16,18,12,13,5,11,16,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Shrubland,0,0,0,0,0,0,0,0,135,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Grassland,0,0,0,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,23,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Bareland,0,29,0,0,0,15,0,0,195,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Built-up,0,3,0,0,0,2,0,0,52,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Forest,0,25,0,0,0,10,0,0,148,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Cropland,0,0,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Wetland,0,0,0,0,0,28,0,0,492,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Water,0,43,0,0,0,0,0,0,99,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Shrubland,0,0,0,0,0,65,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Grassland,0,0,0,0,0,20,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Wetland,0,0,0,0,0,242,0,0,0,51,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,Lichens_and_Mosses,0,0,0,0,0,15,0,0,0,3,0,0
