Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Shrubland,38,42,24,3,30,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Grassland,0,3,3,1,2,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Wetland,89,0,64,30,80,28,12,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Lichens_and_Mosses,3,3,0,3,2,2,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Bareland,28,30,40,0,36,2,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Built-up,8,5,11,4,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Water,64,69,44,33,0,21,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Forest,27,33,10,4,14,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,Permanent_ice_and_snow,16,16,13,11,14,9,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Shrubland,0,0,0,0,0,0,0,81,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Grassland,0,0,0,0,0,0,0,12,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Bareland,0,3,0,0,4,0,0,72,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Built-up,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Forest,0,3,0,0,1,0,0,51,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Wetland,0,0,0,0,19,0,0,292,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Water,0,20,0,0,0,0,0,70,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,16,0,0,0
