Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Shrubland,3,3,1,2,3,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Grassland,0,3,2,3,2,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Wetland,41,0,24,26,29,31,38,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Lichens_and_Mosses,2,1,0,1,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Bareland,16,10,11,0,10,9,15,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Built-up,19,18,12,14,0,10,19,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Water,40,40,25,26,27,0,41,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Forest,18,18,6,9,8,10,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Cropland,12,17,5,6,5,4,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEH_M_R,Permanent_ice_and_snow,13,14,5,6,11,5,14,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Bareland,0,3,0,0,0,2,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Built-up,0,3,0,0,0,2,0,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Forest,0,3,0,0,0,2,0,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Cropland,0,0,0,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Wetland,0,0,0,0,0,2,0,0,123,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Water,0,9,0,0,0,0,0,0,27,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,14,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Grassland,0,0,0,0,0,8,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Wetland,0,0,0,0,0,75,0,0,0,14,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Bareland,0,0,0,0,0,27,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Built-up,0,0,0,0,0,35,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Water,0,0,0,0,0,0,0,0,0,66,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Forest,0,0,0,0,0,29,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Cropland,0,0,0,0,0,15,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R,Permanent_ice_and_snow,0,0,0,0,0,15,0,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Water,18,9,16,26,21,0,28,0,0,0,24,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Cropland,9,0,5,15,9,0,14,0,0,0,12,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Wetland,17,0,14,20,18,2,20,0,0,0,22,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Bareland,7,3,5,0,13,2,14,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Built-up,13,3,9,18,0,2,15,0,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Permanent_ice_and_snow,8,0,1,17,13,0,14,0,0,0,11,0
SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R,Forest,9,3,4,15,6,2,0,0,0,0,14,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Grassland,0,3,0,1,3,2,3,2,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Wetland,0,0,0,14,15,15,13,18,0,0,0,14
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Bareland,0,3,0,0,3,2,3,3,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Water,0,28,0,15,19,0,12,17,0,0,0,11
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Built-up,0,3,0,3,0,2,2,3,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Forest,0,3,0,3,3,2,0,3,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R,Lichens_and_Mosses,0,3,0,0,1,0,0,1,0,0,0,0
