Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Shrubland,41,43,21,18,3,33,11,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Grassland,0,3,3,3,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Wetland,100,0,67,68,9,103,26,4,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Lichens_and_Mosses,3,3,0,3,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Bareland,49,56,47,0,7,59,8,3,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Built-up,6,6,4,10,0,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Water,63,74,47,60,4,0,16,2,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Permanent_ice_and_snow,20,22,22,25,6,16,14,0,0,0,0
SIBERIA_2024_WorldCover_2021_41WPS_M_R,Forest,32,31,17,8,1,19,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Shrubland,0,0,0,0,0,0,0,0,85,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Grassland,0,0,0,0,0,0,0,0,14,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,13,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Bareland,0,18,0,0,0,8,0,0,115,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Built-up,0,0,0,0,0,0,0,0,11,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Forest,0,3,0,0,0,1,0,0,49,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Wetland,0,0,0,0,0,18,0,0,317,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Water,0,32,0,0,0,0,0,0,83,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,21,0,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Shrubland,0,0,0,0,0,25,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Grassland,0,0,0,0,0,8,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Wetland,0,0,0,0,0,155,0,0,0,33,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Lichens_and_Mosses,0,0,0,0,0,12,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Bareland,0,0,0,0,0,87,0,0,0,26,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Built-up,0,0,0,0,0,7,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Water,0,0,0,0,0,0,0,0,0,86,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Forest,0,0,0,0,0,37,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,Permanent_ice_and_snow,0,0,0,0,0,33,0,0,0,8,0
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Water,18,51,44,45,21,0,47,0,0,0,42
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Wetland,26,0,63,58,24,23,56,0,0,0,58
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Bareland,12,35,42,0,35,13,32,0,0,0,49
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Built-up,1,0,7,8,0,0,0,0,0,0,2
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Permanent_ice_and_snow,13,8,15,18,15,3,17,0,0,0,19
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Forest,9,3,12,19,0,1,0,0,0,0,27
SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,Shrubland,16,0,24,30,6,0,24,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Water,0,91,0,34,0,0,10,57,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Grassland,0,8,0,1,0,1,4,6,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Lichens_and_Mosses,0,7,0,3,2,4,1,7,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Bareland,0,55,0,0,24,30,2,53,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Built-up,0,1,0,2,0,0,0,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Forest,0,21,0,1,0,3,0,9,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Wetland,0,0,0,24,10,56,11,70,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Shrubland,0,45,0,0,6,11,5,28,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Grassland,0,3,0,4,0,0,2,0,0,0,4
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Wetland,0,0,0,53,0,9,26,0,0,0,48
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Lichens_and_Mosses,0,3,0,10,0,0,0,0,0,0,5
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Water,0,66,0,60,0,0,13,9,0,0,57
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Bareland,0,11,0,0,0,0,0,2,0,0,8
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Forest,0,0,0,0,0,0,0,0,0,0,7
SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,Built-up,0,4,0,5,0,0,1,0,0,0,3
