Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WND_M_R,Shrubland,38,34,21,8,26,16,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Grassland,0,3,3,1,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Wetland,89,0,74,50,91,41,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Lichens_and_Mosses,3,3,0,2,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Bareland,27,41,55,0,49,5,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Built-up,10,11,11,11,5,6,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Water,68,63,63,36,0,32,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Forest,25,39,14,7,16,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Cropland,0,10,0,1,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WND_M_R,Permanent_ice_and_snow,16,17,15,10,11,8,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Shrubland,0,0,0,0,0,0,0,68,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Grassland,0,0,0,0,0,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,13,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Bareland,0,17,0,0,2,0,0,76,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Built-up,0,0,0,0,0,0,0,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Forest,0,6,0,0,3,0,0,50,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Cropland,0,0,0,0,0,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Wetland,0,0,0,0,12,0,0,241,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Water,0,24,0,0,0,0,0,69,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,17,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Shrubland,0,0,0,0,35,0,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Grassland,0,0,0,0,11,0,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Wetland,0,0,0,0,172,0,0,0,31,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Lichens_and_Mosses,0,0,0,0,11,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Bareland,0,0,0,0,84,0,0,0,18,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Built-up,0,0,0,0,9,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Water,0,0,0,0,0,0,0,0,68,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Forest,0,0,0,0,35,0,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Cropland,0,0,0,0,4,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,Permanent_ice_and_snow,0,0,0,0,21,0,0,0,5,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Water,33,50,42,37,0,16,23,0,0,50,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Cropland,4,1,0,1,0,2,1,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Wetland,42,0,40,47,17,17,29,0,0,57,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Bareland,16,37,28,0,4,1,38,0,0,42,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Built-up,4,8,4,7,0,2,0,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Permanent_ice_and_snow,10,10,10,13,4,6,8,0,0,15,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Forest,20,16,9,17,8,0,9,0,0,33,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,Shrubland,19,2,16,28,0,6,4,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Wetland,0,0,0,14,59,37,17,0,0,0,6,36
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Water,0,74,0,20,0,16,8,0,0,0,5,29
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Grassland,0,9,0,1,7,4,3,0,0,0,0,5
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Lichens_and_Mosses,0,7,0,4,5,2,2,0,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Bareland,0,38,0,0,33,5,3,0,0,0,0,17
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Forest,0,14,0,0,6,0,0,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,Shrubland,0,37,0,0,18,12,1,0,0,0,0,15
SIBERIA_2024_ESA_CALU_2024_44WND_M_R,Grassland,0,3,0,7,0,2,0,0,0,10,0,0
SIBERIA_2024_ESA_CALU_2024_44WND_M_R,Water,0,49,0,47,0,14,0,0,0,53,0,0
SIBERIA_2024_ESA_CALU_2024_44WND_M_R,Wetland,0,0,0,53,3,26,0,0,0,55,0,0
SIBERIA_2024_ESA_CALU_2024_44WND_M_R,Lichens_and_Mosses,0,3,0,8,0,0,0,0,0,4,0,0
SIBERIA_2024_ESA_CALU_2024_44WND_M_R,Bareland,0,1,0,0,0,0,0,0,0,2,0,0
SIBERIA_2024_ESA_CALU_2024_44WND_M_R,Forest,0,0,0,0,0,0,0,0,0,7,0,0
