Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Cropland,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Grassland,0,3,1,0,0,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Cropland,2,5,4,1,0,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Wetland,38,0,32,29,12,31,36,6,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Lichens_and_Mosses,3,3,0,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Bareland,9,4,9,0,3,9,10,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Built-up,18,13,10,13,0,8,15,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Water,29,31,21,25,3,0,33,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Forest,20,18,10,7,1,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWQ_M_R,Permanent_ice_and_snow,9,5,5,8,4,3,7,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Cropland,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Bareland,0,2,0,0,0,2,0,0,0,7,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Built-up,0,0,0,0,0,0,0,0,0,16,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Forest,0,3,0,0,0,2,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Wetland,0,0,0,0,0,2,0,0,0,139,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Water,0,8,0,0,0,0,0,0,0,20,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Grassland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Wetland,0,0,0,0,0,62,0,0,0,0,12,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Lichens_and_Mosses,0,0,0,0,0,5,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Bareland,0,0,0,0,0,15,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Built-up,0,0,0,0,0,18,0,0,0,0,3,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Water,0,0,0,0,0,0,0,0,0,0,54,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Forest,0,0,0,0,0,27,0,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Water,4,8,11,23,15,0,17,0,0,0,0,18
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Cropland,0,0,1,5,0,0,1,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Wetland,12,0,14,23,19,2,20,0,12,0,0,23
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Bareland,0,2,3,0,6,2,3,0,2,0,0,7
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Built-up,2,0,9,19,0,0,11,0,4,0,0,7
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Permanent_ice_and_snow,0,0,5,14,7,0,8,0,0,0,0,8
SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,Forest,3,3,9,17,7,2,0,0,5,0,0,14
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Wetland,0,0,0,7,18,11,15,15,5,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Lichens_and_Mosses,0,3,0,0,2,1,1,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Forest,0,3,0,3,3,2,0,2,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Water,0,30,0,10,18,0,16,13,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Grassland,0,3,0,0,1,0,3,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Bareland,0,3,0,0,3,2,2,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,Built-up,0,3,0,1,0,1,1,2,0,0,0,0
