Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Water,Forest,Bareland,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Shrubland,13,10,5,10,3,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Grassland,0,3,2,2,3,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Wetland,59,0,42,63,32,57,7,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Lichens_and_Mosses,3,3,0,2,1,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Bareland,20,21,21,32,4,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Built-up,11,15,10,9,5,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Water,46,53,37,0,17,44,4,1,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Forest,15,19,8,19,0,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXB_M_R,Permanent_ice_and_snow,14,14,8,11,4,11,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Shrubland,0,0,0,0,0,0,0,0,41,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Grassland,0,0,0,0,0,0,0,0,12,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,10,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Bareland,0,9,0,3,0,0,0,0,59,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Built-up,0,3,0,2,0,0,0,0,18,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Forest,0,1,0,1,0,0,0,0,43,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Wetland,0,0,0,15,0,0,0,0,187,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Water,0,18,0,0,0,0,0,0,48,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,14,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Shrubland,0,0,0,8,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Grassland,0,0,0,5,0,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Wetland,0,0,0,107,0,0,0,0,0,28,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Lichens_and_Mosses,0,0,0,7,0,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Bareland,0,0,0,41,0,0,0,0,0,16,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Built-up,0,0,0,22,0,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Water,0,0,0,0,0,0,0,0,0,76,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Forest,0,0,0,17,0,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,Permanent_ice_and_snow,0,0,0,11,0,0,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Water,16,31,38,0,36,32,16,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Wetland,30,0,41,19,36,39,16,0,0,0,19
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Bareland,6,16,22,6,16,0,15,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Built-up,5,3,11,2,9,16,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Permanent_ice_and_snow,8,2,13,0,12,13,12,0,0,0,3
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Forest,10,1,11,1,0,14,1,0,0,0,3
SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,Shrubland,5,0,9,0,10,9,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Water,0,76,0,0,6,19,13,25,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Grassland,0,8,0,2,2,1,2,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Lichens_and_Mosses,0,7,0,2,1,3,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Bareland,0,42,0,10,3,0,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Built-up,0,3,0,0,0,2,0,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Forest,0,27,0,4,0,1,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Wetland,0,0,0,29,9,15,15,19,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,Shrubland,0,34,0,1,0,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,Wetland,0,0,0,2,25,28,0,0,0,0,30
SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,Grassland,0,1,0,0,1,2,0,0,0,0,2
SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,Lichens_and_Mosses,0,0,0,0,0,3,0,0,0,0,1
SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,Water,0,29,0,0,11,26,0,0,0,0,30
SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,Bareland,0,1,0,0,0,0,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,Forest,0,0,0,0,0,0,0,0,0,0,1
