,0
SIBERIA_2024_WorldCover_2021_43WET_M_R,766
SIBERIA_2024_GLC_FCS30D_2022_43WET_M_R,723
SIBERIA_2024_ESRI_Annual_LULC_2024_43WET_M_R,638
SIBERIA_2024_GWL_FCS30D_2022_43WET_M_R,386
SIBERIA_2024_GSW_Yearly_2021_43WET_M_R,340
