Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Shrubland,3,3,3,2,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Grassland,0,3,3,1,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Wetland,35,0,33,27,30,32,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Lichens_and_Mosses,3,3,0,1,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Bareland,9,10,9,0,6,10,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Built-up,10,8,6,9,3,8,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Water,34,31,29,26,0,33,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Forest,21,23,16,11,14,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Cropland,5,7,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNU_M_R,Permanent_ice_and_snow,15,17,12,8,11,13,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Bareland,0,3,0,0,1,0,0,12,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Built-up,0,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Forest,0,3,0,0,2,0,0,26,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Cropland,0,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Wetland,0,0,0,0,2,0,0,96,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Water,0,7,0,0,0,0,0,24,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,17,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Shrubland,0,0,0,0,5,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Grassland,0,0,0,0,7,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Wetland,0,0,0,0,61,0,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Lichens_and_Mosses,0,0,0,0,4,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Bareland,0,0,0,0,25,0,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Built-up,0,0,0,0,10,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Water,0,0,0,0,0,0,0,0,47,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Forest,0,0,0,0,37,0,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,Permanent_ice_and_snow,0,0,0,0,21,0,0,0,5,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Water,15,7,9,21,0,20,19,0,0,23,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Cropland,2,0,2,3,0,3,0,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Wetland,13,0,10,14,2,13,13,0,0,17,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Bareland,2,3,1,0,1,5,2,0,0,12,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Built-up,6,0,3,10,0,4,0,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Permanent_ice_and_snow,10,0,5,15,0,12,9,0,0,14,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,Forest,11,3,8,14,2,0,16,0,0,17,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,Grassland,0,3,0,1,1,3,1,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,Wetland,0,0,0,13,11,16,4,0,0,0,6,18
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,Bareland,0,2,0,0,2,3,3,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,Forest,0,3,0,2,2,0,1,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,Water,0,22,0,11,0,19,3,0,0,0,0,23
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,Lichens_and_Mosses,0,3,0,0,0,1,1,0,0,0,0,1
