Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Shrubland,3,1,3,1,2,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Grassland,0,1,1,1,0,1,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Cropland,10,0,3,5,6,2,1,10,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Wetland,16,1,0,0,3,5,16,21,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Lichens_and_Mosses,1,2,1,0,1,1,1,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Bareland,12,5,3,6,0,6,5,10,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Built-up,13,8,8,9,12,0,7,13,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Water,21,0,21,1,5,5,0,24,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Forest,21,2,19,7,8,13,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNJ_M_R,Permanent_ice_and_snow,8,0,2,2,3,4,1,9,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Grassland,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Cropland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Bareland,0,0,1,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Built-up,0,0,1,0,0,0,1,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Forest,0,0,3,0,0,0,2,0,22,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Wetland,0,0,0,0,0,0,2,0,22,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Water,0,0,5,0,0,0,0,0,10,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Wetland,0,0,0,0,0,0,18,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Bareland,0,0,0,0,0,0,5,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Built-up,0,0,0,0,0,0,10,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Water,0,0,0,0,0,0,0,0,0,20,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Forest,0,0,0,0,0,0,29,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Water,0,2,5,5,10,13,0,12,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Cropland,2,0,0,4,5,5,0,4,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Wetland,0,1,0,0,3,0,2,7,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Bareland,1,5,1,6,0,8,0,4,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Built-up,6,5,1,7,10,0,1,10,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Permanent_ice_and_snow,1,3,0,4,5,5,0,6,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,Forest,5,12,3,11,15,12,2,0,0,0,17,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Grassland,0,1,0,0,1,1,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Wetland,0,4,0,0,3,10,9,13,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Lichens_and_Mosses,0,1,0,0,1,1,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Bareland,0,1,0,0,0,1,1,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Built-up,0,1,0,0,3,0,1,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Forest,0,1,3,0,1,2,2,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Water,0,0,9,0,2,8,0,19,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,Cropland,0,0,0,0,1,1,0,0,0,0,0,0
