Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Grassland,0,3,3,3,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Wetland,42,0,43,40,38,33,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Lichens_and_Mosses,3,3,0,2,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Bareland,8,13,19,0,12,4,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Built-up,12,15,15,16,7,10,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Water,43,43,43,40,0,33,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Forest,22,24,18,14,12,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNC_M_R,Permanent_ice_and_snow,19,18,19,13,14,13,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Bareland,0,3,0,0,2,0,0,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Built-up,0,2,0,0,1,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Forest,0,3,0,0,1,0,0,26,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Wetland,0,0,0,0,2,0,0,106,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Water,0,7,0,0,0,0,0,28,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,18,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Shrubland,0,0,0,0,5,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Grassland,0,0,0,0,9,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Wetland,0,0,0,0,79,0,0,0,15,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Lichens_and_Mosses,0,0,0,0,7,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Bareland,0,0,0,0,29,0,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Built-up,0,0,0,0,21,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Water,0,0,0,0,0,0,0,0,66,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Forest,0,0,0,0,39,0,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,Permanent_ice_and_snow,0,0,0,0,27,0,0,0,6,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Water,19,27,16,21,0,21,20,0,0,23,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Cropland,0,0,0,0,0,0,0,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Wetland,14,0,12,14,8,15,17,0,0,17,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Bareland,5,10,2,0,3,3,10,0,0,10,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Built-up,10,4,6,12,1,4,0,0,0,10,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Permanent_ice_and_snow,13,8,4,15,0,13,13,0,0,16,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,Forest,13,11,4,13,4,0,14,0,0,16,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,Wetland,0,0,0,11,13,16,15,0,0,0,3,20
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,Water,0,27,0,15,0,16,17,0,0,0,0,26
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,Grassland,0,3,0,1,2,3,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,Lichens_and_Mosses,0,3,0,2,2,1,1,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,Bareland,0,3,0,0,2,3,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,Forest,0,3,0,1,2,0,1,0,0,0,0,3
