Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Built-up
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Grassland,0,3,3,1,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Wetland,32,0,33,25,30,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Lichens_and_Mosses,3,3,0,3,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Bareland,4,11,13,0,10,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Built-up,4,7,4,3,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Water,29,37,37,23,0,4,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Forest,8,17,2,0,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFV_M_R,Permanent_ice_and_snow,15,20,16,10,14,7,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Bareland,0,3,0,0,0,0,0,14,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Built-up,0,0,0,0,0,0,0,7,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Forest,0,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Wetland,0,0,0,0,2,0,0,89,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Water,0,6,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Shrubland,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Grassland,0,0,0,0,5,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Wetland,0,0,0,0,55,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Lichens_and_Mosses,0,0,0,0,8,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Bareland,0,0,0,0,18,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Built-up,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Water,0,0,0,0,0,0,0,0,45,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Forest,0,0,0,0,6,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFV_M_R,Permanent_ice_and_snow,0,0,0,0,19,0,0,0,9,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,Water,13,18,17,18,0,12,0,0,0,20,19
SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,Wetland,13,0,13,14,4,9,0,0,0,17,14
SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,Bareland,1,3,8,0,0,0,0,0,0,10,9
SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,Built-up,1,0,1,3,0,0,0,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,Permanent_ice_and_snow,10,8,12,13,3,6,0,0,0,15,14
SIBERIA_2024_GLC_FCS30D_2022_43WFV_M_R,Forest,4,0,5,6,0,0,0,0,0,9,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,Water,0,25,0,7,0,9,25,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,Grassland,0,3,0,0,2,2,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,Lichens_and_Mosses,0,3,0,3,2,1,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,Bareland,0,3,0,0,2,0,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,Forest,0,1,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFV_M_R,Wetland,0,0,0,9,11,7,19,0,0,0,0
