Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Water,Forest,Bareland,Cropland,Built-up,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Shrubland,2,3,1,1,3,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Grassland,0,1,1,0,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Cropland,6,6,2,0,6,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Wetland,36,0,14,26,31,16,4,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Lichens_and_Mosses,1,1,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Bareland,9,3,6,8,8,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Built-up,9,1,3,1,10,4,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Water,32,25,15,0,34,20,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Forest,19,18,7,9,0,7,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNM_M_R,Permanent_ice_and_snow,14,11,3,9,15,9,0,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Grassland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Cropland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Bareland,0,3,0,2,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Built-up,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Forest,0,3,0,2,0,0,0,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Wetland,0,0,0,2,0,0,0,0,77,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Water,0,9,0,0,0,0,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Shrubland,0,0,0,2,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Grassland,0,0,0,5,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Cropland,0,0,0,3,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Wetland,0,0,0,55,0,0,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Bareland,0,0,0,19,0,0,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Built-up,0,0,0,4,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Water,0,0,0,0,0,0,0,0,0,39,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Forest,0,0,0,30,0,0,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNM_M_R,Permanent_ice_and_snow,0,0,0,16,0,0,0,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Water,10,9,2,0,18,19,20,10,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Cropland,0,0,0,0,3,4,0,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Wetland,6,0,3,2,12,13,14,7,0,0,11,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Bareland,4,3,2,2,3,0,11,5,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Built-up,3,0,0,0,4,4,7,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Permanent_ice_and_snow,3,0,5,0,10,13,14,4,0,0,8,0
SIBERIA_2024_GLC_FCS30D_2022_44VNM_M_R,Forest,6,3,3,2,0,14,12,8,0,0,10,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,Wetland,0,0,0,14,15,12,4,3,0,0,0,19
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,Forest,0,3,0,2,0,1,1,2,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,Water,0,21,0,0,14,11,0,1,0,0,0,21
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,Grassland,0,2,0,0,1,2,0,1,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,Bareland,0,1,0,1,3,0,0,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNM_M_R,Cropland,0,0,0,1,0,0,0,1,0,0,0,0
