Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Grassland,0,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Wetland,33,0,34,31,31,26,6,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Lichens_and_Mosses,3,3,0,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Bareland,12,19,19,0,13,4,1,2,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Built-up,9,11,10,12,6,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Water,35,41,39,36,0,23,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Forest,17,24,18,18,12,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFS_M_R,Permanent_ice_and_snow,17,22,17,16,14,11,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Bareland,0,3,0,0,2,0,0,0,22,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Built-up,0,0,0,0,0,0,0,0,13,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Forest,0,2,0,0,1,0,0,0,27,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Wetland,0,0,0,0,2,0,0,0,110,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Water,0,7,0,0,0,0,0,0,27,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,21,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Shrubland,0,0,0,0,5,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Grassland,0,0,0,0,8,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Wetland,0,0,0,0,63,0,0,0,0,12,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Lichens_and_Mosses,0,0,0,0,8,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Bareland,0,0,0,0,32,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Built-up,0,0,0,0,7,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Water,0,0,0,0,0,0,0,0,0,54,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Forest,0,0,0,0,35,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,Permanent_ice_and_snow,0,0,0,0,24,0,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,Water,19,16,17,20,0,20,17,0,0,0,22
SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,Wetland,15,0,14,16,5,15,15,0,0,0,18
SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,Bareland,9,3,9,0,2,12,11,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,Built-up,6,0,4,10,0,5,0,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,Permanent_ice_and_snow,14,2,11,14,2,14,14,0,0,0,17
SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,Forest,12,3,7,14,1,0,13,0,0,0,16
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Water,0,27,0,19,0,14,6,26,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Grassland,0,3,0,1,2,3,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Lichens_and_Mosses,0,3,0,3,2,2,2,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Bareland,0,3,0,0,2,3,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Built-up,0,2,0,1,0,0,0,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Forest,0,3,0,1,2,0,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,Wetland,0,0,0,9,13,10,1,21,0,0,0
