Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Shrubland,3,3,3,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Grassland,0,3,1,1,0,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Cropland,6,5,3,1,1,0,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Wetland,39,0,32,29,7,29,34,1,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Lichens_and_Mosses,3,3,0,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Bareland,13,6,10,0,4,11,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Built-up,12,11,11,12,0,4,15,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Water,31,30,21,24,1,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Forest,22,17,11,9,7,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWR_M_R,Permanent_ice_and_snow,12,9,8,7,3,4,12,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Cropland,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Bareland,0,3,0,0,0,2,0,0,0,9,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Built-up,0,1,0,0,0,0,0,0,0,14,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Forest,0,3,0,0,0,2,0,0,0,20,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Wetland,0,0,0,0,0,2,0,0,0,121,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Water,0,7,0,0,0,0,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,9,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Grassland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Wetland,0,0,0,0,0,60,0,0,0,0,10,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Lichens_and_Mosses,0,0,0,0,0,6,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Bareland,0,0,0,0,0,18,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Built-up,0,0,0,0,0,13,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Water,0,0,0,0,0,0,0,0,0,0,44,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Forest,0,0,0,0,0,26,0,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,Permanent_ice_and_snow,0,0,0,0,0,8,0,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Water,2,7,13,22,10,0,17,9,0,0,0,18
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Cropland,0,0,1,4,0,0,3,0,0,0,0,2
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Wetland,9,0,13,21,14,2,18,10,0,0,0,20
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Bareland,1,3,2,0,7,2,9,5,0,0,0,6
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Built-up,1,1,8,15,0,0,6,4,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Permanent_ice_and_snow,2,0,4,16,7,0,11,5,0,0,0,9
SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,Forest,5,3,9,15,6,2,0,13,0,0,0,14
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Wetland,0,0,0,13,11,12,16,3,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Bareland,0,3,0,0,3,2,2,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Forest,0,3,0,3,1,2,0,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Water,0,26,0,11,8,0,13,0,14,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Grassland,0,3,0,0,1,0,2,0,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Lichens_and_Mosses,0,3,0,0,1,1,1,0,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,Built-up,0,3,0,1,0,1,1,0,1,0,0,0
