Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Shrubland,13,16,11,3,9,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Grassland,0,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Wetland,16,0,14,3,19,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Bareland,12,14,11,0,11,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Built-up,3,3,3,3,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Water,8,8,4,3,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Forest,3,5,3,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVV_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Shrubland,0,0,0,0,0,0,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Grassland,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Bareland,0,0,0,0,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Forest,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Wetland,0,0,0,0,2,0,34,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Water,0,3,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Shrubland,0,0,0,0,18,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Grassland,0,0,0,0,7,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Wetland,0,0,0,0,27,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Lichens_and_Mosses,0,0,0,0,8,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Bareland,0,0,0,0,16,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Built-up,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Water,0,0,0,0,0,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVV_M_R,Forest,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R,Water,3,3,6,5,0,2,0,0,5,2,0
SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R,Shrubland,7,0,7,11,0,1,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R,Wetland,4,0,8,10,2,1,0,0,11,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R,Bareland,4,0,7,0,0,0,0,0,10,4,0
SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVV_M_R,Forest,0,0,0,0,0,0,0,0,2,0,0
SIBERIA_2024_ESA_CALU_2024_45WVV_M_R,Grassland,0,2,0,1,0,0,0,0,3,0,1
SIBERIA_2024_ESA_CALU_2024_45WVV_M_R,Water,0,11,0,9,0,1,0,0,8,0,0
SIBERIA_2024_ESA_CALU_2024_45WVV_M_R,Wetland,0,0,0,10,0,1,0,0,6,0,0
SIBERIA_2024_ESA_CALU_2024_45WVV_M_R,Lichens_and_Mosses,0,3,0,3,0,0,0,0,3,0,0
SIBERIA_2024_ESA_CALU_2024_45WVV_M_R,Bareland,0,1,0,0,0,0,0,0,0,0,0
